Id,RichTrackId,DeviceToken,AvgLat,AvgLon,StartLat,StartLon,FinishLat,FinishLon
956717,1041791,6380668C-3A5E-44EE-AE88-288B988531E5,1.3594926950354622,103.90277521276592,1.38692,103.90722,1.33151,103.89638
956744,1041818,6380668C-3A5E-44EE-AE88-288B988531E5,1.3190785477178417,103.881464439834,1.33478,103.89718,1.3062,103.87524
956981,1042055,A16D77B3-5459-40C8-9ED1-E7280649C972,1.3304405263157901,103.67828578947369,1.33217,103.67208,1.3298,103.68148
956990,1042064,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3364157471264393,103.86968599616854,1.33776,103.74339,1.35821,103.98822
957160,1042234,C4073FAD-6EC9-4AA1-87C5-406A573BB626,55.82506691699607,37.725203754940715,55.82548,37.76005,55.82156,37.69165
958197,1043271,6380668C-3A5E-44EE-AE88-288B988531E5,1.344106613162119,103.88712070625984,1.30909,103.86082,1.38987,103.909
958254,1043328,074886D1-80B0-491B-A7B2-5E40CD8A9B56,33.53872759951748,-112.10368699638128,33.43671,-112.03871,33.714,-112.11251
958256,1043330,074886D1-80B0-491B-A7B2-5E40CD8A9B56,34.181223048446036,-112.08654220749527,33.71103,-112.10332,34.57529,-111.88234
958581,1043655,5DB1EB13-AE8A-4639-B529-18D3A6F6253F,-33.73651447368421,150.7208655263158,-33.73904,150.72292,-33.73672,150.71831
958612,1043686,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3425533128834368,103.75842247443774,1.33958,103.7674,1.34074,103.77131
958774,1043848,6380668C-3A5E-44EE-AE88-288B988531E5,1.3697751851851858,103.90724172839506,1.37935,103.90717,1.35638,103.90165
958784,1043858,6380668C-3A5E-44EE-AE88-288B988531E5,1.3067146511627903,103.87492662790694,1.30871,103.87616,1.3062,103.87524
958850,1043924,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3335424183673463,103.88142995918369,1.34029,103.77443,1.35799,103.98815
958865,1043939,6380668C-3A5E-44EE-AE88-288B988531E5,1.3019368358208965,103.89095226865676,1.30636,103.87315,1.30572,103.91455
959472,1044546,6380668C-3A5E-44EE-AE88-288B988531E5,1.3045480952380952,103.87679634085215,1.30626,103.87258,1.31072,103.87322
959581,1044655,6380668C-3A5E-44EE-AE88-288B988531E5,1.3084361832061069,103.87508748091602,1.31267,103.8738,1.3062,103.87524
959639,1044713,2ED391AF-AD16-4557-BB5E-ABEF1A57C8D7,46.44536082840234,134.27294698224847,46.44747,134.21983,46.44341,134.29851
959699,1044773,E51FBA0F-D328-48D5-94B4-0091AA95A445,1.3198394045534154,103.85264050788106,1.34819,103.87226,1.28226,103.84091
959710,1044784,70B46F6B-6FA3-4B16-AB3E-81CD1A5BCB2E,1.3756008571428564,103.88516971428568,1.37482,103.88493,1.37557,103.88577
960050,1045124,6380668C-3A5E-44EE-AE88-288B988531E5,1.338232615740741,103.88709354166667,1.30635,103.87305,1.3725,103.88958
960054,1045128,2B0A0BE0-CD1D-4D44-97EB-282E72D4DDDD,1.3268575522041732,103.8003160788864,1.29512,103.8531,1.35987,103.76702
960086,1045160,6380668C-3A5E-44EE-AE88-288B988531E5,1.383969694323144,103.90112934497819,1.37303,103.89207,1.38987,103.909
960151,1045225,074886D1-80B0-491B-A7B2-5E40CD8A9B56,35.189654065040656,-111.66883504065036,35.18895,-111.69028,35.18832,-111.66303
960556,1045630,DD338413-C7B6-4A99-8298-AAA8DBB847CC,1.3746604971590928,103.91850573863631,1.36926,103.85958,1.33825,103.98272
960600,1045674,074886D1-80B0-491B-A7B2-5E40CD8A9B56,35.18469363896847,-111.6509483094555,35.18096,-111.70129,35.20329,-111.6098
960614,1045688,A16D77B3-5459-40C8-9ED1-E7280649C972,1.365575681818181,103.68892486742419,1.33626,103.66784,1.42314,103.70393
960650,1045724,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3383541087613295,103.84513010574007,1.33758,103.76059,1.35799,103.98815
960804,1045878,79064FA5-E44C-436E-8D58-F3046CB69926,1.3158283870967737,104.00040048387099,1.31318,103.99734,1.31815,104.00285
960807,1045881,6380668C-3A5E-44EE-AE88-288B988531E5,1.3446265546218472,103.89455815126048,1.38858,103.90749,1.3062,103.87524
960886,1045960,2B0A0BE0-CD1D-4D44-97EB-282E72D4DDDD,1.3673131898238744,103.72651714285725,1.35519,103.76887,1.34521,103.68082
960935,1046009,2ED391AF-AD16-4557-BB5E-ABEF1A57C8D7,46.43894356890462,134.2783224734983,46.44079,134.28846,46.44437,134.29181
960971,1046045,074886D1-80B0-491B-A7B2-5E40CD8A9B56,35.189927831325264,-111.65972602409639,35.19529,-111.65536,35.18335,-111.66016
961007,1046081,79064FA5-E44C-436E-8D58-F3046CB69926,1.3229856417910446,103.98633755223872,1.31327,103.99939,1.3534,103.98612
961304,1046378,2ED391AF-AD16-4557-BB5E-ABEF1A57C8D7,46.43761745098045,134.30800635294113,46.4394,134.30634,46.44179,134.30216
961960,1047034,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.320621594022416,103.85590672478185,1.30931,103.93704,1.34074,103.77131
962039,1047113,3D333423-B78C-4BCC-86A2-050BD4C38C59,1.2837136135957061,103.86237318425763,1.27272,103.80294,1.30385,103.91463
962149,1047223,5CA4542D-D12B-4349-B486-82BBE14FDCF8,1.2948290756302505,103.85930092436949,1.29427,103.86104,1.29492,103.85948
962284,1047358,6CF39C46-607F-44B5-B798-CF44B35A4CA7,50.47342063893022,30.446320713224324,50.43066,30.4591,50.49752,30.43335
962511,1047585,074886D1-80B0-491B-A7B2-5E40CD8A9B56,35.18947304347826,-111.67214156521734,35.18555,-111.69039,35.19038,-111.6611
962530,1047604,074886D1-80B0-491B-A7B2-5E40CD8A9B56,35.17996562211981,-111.67809078341013,35.18086,-111.71127,35.19184,-111.6597
962662,1047736,65BF4687-63A4-470D-8C1A-FF22587AB598,1.400941075268817,103.87692709677427,1.40052,103.85806,1.39976,103.89715
962689,1047763,6A67B16D-2568-4B68-86FB-F9272855F0DC,53.700234651162795,91.40422104651167,53.70063,91.40829,53.70232,91.40002
962713,1047787,6380668C-3A5E-44EE-AE88-288B988531E5,1.3641163694267513,103.90345729299365,1.39009,103.90882,1.33157,103.89633
962738,1047812,3D333423-B78C-4BCC-86A2-050BD4C38C59,1.2830436148648645,103.85950881756749,1.30562,103.91351,1.27362,103.80094
962766,1047840,6380668C-3A5E-44EE-AE88-288B988531E5,1.316310552631579,103.8800895263157,1.33451,103.89737,1.3062,103.87524
962767,1047841,5DB1EB13-AE8A-4639-B529-18D3A6F6253F,-32.6824400851064,151.0057370212766,-32.70215,150.96378,-32.6534,151.01992
962769,1047843,5DB1EB13-AE8A-4639-B529-18D3A6F6253F,-32.78183999999999,150.90456776315781,-32.79222,150.90103,-32.77705,150.91445
962770,1047844,5DB1EB13-AE8A-4639-B529-18D3A6F6253F,-33.24462148422189,150.75834093144732,-33.73492,150.71681,-32.79309,150.90066
962786,1047860,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.343399130434782,103.74875149068318,1.33957,103.76747,1.34599,103.74687
962794,1047868,6A67B16D-2568-4B68-86FB-F9272855F0DC,53.71312125827818,91.39712883002214,53.69883,91.40186,53.73654,91.45908
962859,1047933,074886D1-80B0-491B-A7B2-5E40CD8A9B56,35.18252085714283,-111.66526599999999,35.19646,-111.65463,35.17864,-111.66717
962871,1047945,5DB1EB13-AE8A-4639-B529-18D3A6F6253F,-32.56976292469351,150.9952367600701,-32.6534,151.01992,-32.49601,150.90923
963069,1048143,5DB1EB13-AE8A-4639-B529-18D3A6F6253F,-32.04308583869745,150.85681741007164,-32.49601,150.90923,-31.64867,150.726
963082,1048156,498CBD72-7E99-4792-A04F-A3F324D7360D,1.412189590268883,103.82806042253539,1.35133,103.84782,1.43731,103.78729
963109,1048183,2BAE0182-B801-440B-A5AA-397492E8AE3F,55.74560821576766,37.58416134854772,55.77852,37.58848,55.71483,37.56737
963679,1048753,85C578C5-1C27-4955-A21D-90A2597024F7,56.15158215277776,40.4497663888889,56.14514,40.42123,56.16484,40.47718
963703,1048777,498CBD72-7E99-4792-A04F-A3F324D7360D,1.4377871078431383,103.77263377450993,1.4355,103.784,1.44581,103.76805
963754,1048828,6380668C-3A5E-44EE-AE88-288B988531E5,1.3366031875000004,103.8993265,1.33991,103.89764,1.33957,103.89902
963852,1048926,6380668C-3A5E-44EE-AE88-288B988531E5,1.3775448414985587,103.90693219020172,1.34166,103.89845,1.39009,103.90882
963901,1048975,3D333423-B78C-4BCC-86A2-050BD4C38C59,1.2829651805337505,103.85032268445835,1.27455,103.80052,1.30911,103.87742
963994,1049068,3D333423-B78C-4BCC-86A2-050BD4C38C59,1.3113684319526617,103.9024566568048,1.31021,103.88069,1.30419,103.91471
963997,1049071,915D45F4-90F7-41CC-B268-4C2BB1F61A1B,1.334367207977207,103.82206746438746,1.31545,103.80555,1.35488,103.83658
964109,1049183,13F812F4-B365-43DC-81A9-2010EEA75733,52.59285743589742,39.537715128205114,52.58049,39.53587,52.6072,39.53815
964183,1049257,6380668C-3A5E-44EE-AE88-288B988531E5,1.336956051091005,103.85214447046299,1.38987,103.909,1.38987,103.909
964719,1049794,5DB1EB13-AE8A-4639-B529-18D3A6F6253F,-30.194693722532673,152.46080239345,-30.5179715,151.6698525,-29.63005,153.02852
964860,1049935,6380668C-3A5E-44EE-AE88-288B988531E5,1.3916354545454546,103.90694309090907,1.39024,103.9087,1.39271,103.90443
964916,1049991,0372A207-8579-4C35-B804-59E90F379942,1.3149455629139057,103.82304324503305,1.31176,103.804,1.31632,103.83082
964949,1050024,3D333423-B78C-4BCC-86A2-050BD4C38C59,1.2765476311336712,103.83437717428046,1.2981,103.9004,1.27235,103.80491
964951,1050026,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3366169246435853,103.88448823828905,1.34029,103.77441,1.35772,103.98836
965471,1050546,5DB1EB13-AE8A-4639-B529-18D3A6F6253F,-28.017321802469148,153.30718479012344,-27.99782,153.33912,-28.03684,153.27369
965503,1050578,6380668C-3A5E-44EE-AE88-288B988531E5,1.330440255591056,103.84642817891371,1.39397,103.90177,1.28812,103.80486
965534,1050609,C4073FAD-6EC9-4AA1-87C5-406A573BB626,55.82252840978601,37.71041070336391,55.82152,37.7441,55.81564,37.69333
965652,1050727,6380668C-3A5E-44EE-AE88-288B988531E5,1.2863297202797197,103.81150916083924,1.28939,103.80617,1.28396,103.81681
965829,1050904,C4073FAD-6EC9-4AA1-87C5-406A573BB626,55.84285719672129,37.990113874317004,55.81804,37.69204,55.84522,38.18556
965884,1050959,79064FA5-E44C-436E-8D58-F3046CB69926,1.3232247150259056,103.91403865284988,1.31064,103.87082,1.3519,103.94466
965896,1050971,6380668C-3A5E-44EE-AE88-288B988531E5,1.3482803729603752,103.8667239044288,1.28292,103.81982,1.37373,103.93138
966067,1051142,6380668C-3A5E-44EE-AE88-288B988531E5,1.3846253191489366,103.91750010638305,1.37055,103.933,1.38987,103.909
966116,1051191,7DC9ABEC-C753-4ECA-83B7-A3C9471568AE,56.12891572271391,40.38971672566376,56.14589,40.41192,56.10844,40.36353
966353,1051428,3CF9722E-FBD1-4F4C-BA6F-B2ED56DB442E,1.3357003251121062,103.8830963004483,1.35516,103.98733,1.34063,103.77105
