Id,TrackToken,DeviceToken,IncomingTrackId,StartDate,EndDate,Distance,Duration,AccelerationCount,DecelerationCount,Rating,PhoneUsage,TrackOrigin,OriginChanged,AddressStart,AddressFinish,DistanceGPS,Urban,Region,Country,RatingOverSpeed,RatingAcceleration,RatingTimeOfDay,RatingPhoneUsage,OverSpeedMileage,MidOverSpeedMileage,HighOverSpeedMileage,OriginalTrackOrigin,CompanyId,RushHours,NightHours,DailyHours,RatingDeceleration,KOverSpeed,KAcceleration,KTimeOfDay,KDeceleration,MaxSpeed,AverageSpeed,PhoneUsageOverSpeed,PhoneUsageKm,PhoneUsageOverSpeedKm,KPhoneUsage,Prediction,EcoScoringFuel,EcoScoringTyres,EcoScoringBrakes,EcoScoringDepreciation,EcoScoring,Shared,CityStart,CityFinish,UpdateDT
1827837,AF39373B-8EEC-404B-B726-FD77DC31E4AF,72005D2D-4459-4155-9F49-7BBF8404A881,4184840,2018-09-26 11:59:51.0000000 +05:30,2018-09-26 12:47:59.0000000 +05:30,47.99990188,48.13333333,0,0,3,7.583333333,OriginalDriver,False,"Melur Road, K Pudur, Madurai, India","NH-38, Melur, Madurai, India",49.015,False,Madurai,India,3,5,5,3,1.492,5.518,0.27,,1093,0,0,48.13333511,5,0.600000024,1,1,1,78.30000305,61.88359109,0.35,7.475,0.283,0.660000026,,100,100,100,0,70,0,Madurai,Melur,01.01.2001
1827832,F87D782C-C529-41F8-8A6D-8F6DB273DDDF,A9539CEC-5383-4526-941A-08D10F1D0049,4184843,2018-09-26 10:25:22.0000000 +03:00,2018-09-26 10:40:41.0000000 +03:00,9.14144141,15.31666667,0,0,3,1.75,OriginalDriver,False,"Волоколамское шоссе 83, Покровское-Стрешнево, Москва, Россия","Беговой, Москва, Россия",9.012,True,Москва,Россия,4,5,3,3,1.657,0.217,0,,1061,15.3166666,0,0,5,0.800000012,1,0.800000012,1,79.12799835,44.5985275,0,1.233,0,0.699999988,,100,100,100,50,85.00000763,0,Москва,Москва,01.01.2001
1827836,5F826D5E-4AB4-403E-9C29-AABDC33E1755,E4C9DBBB-8671-48BC-B5E5-3D37F7659F5C,4184844,2018-09-26 10:40:30.0000000 +03:00,2018-09-26 10:43:30.0000000 +03:00,0.998781751,3,0,0,2,1.116666667,OriginalDriver,False,"Ленинский проспект, Обручевский, Москва, Россия","Ленинский проспект, Обручевский, Москва, Россия",1.027,True,Москва,Россия,5,5,3,1,0.348,0,0,,1061,3,0,0,5,1,1,0.800000012,1,69.53710938,34.39287429,0,0.457,0,0.25999999,,100,100,100,100,100.0000076,0,Москва,Москва,01.01.2001
1827838,DF055A0F-B71C-4F34-8B85-0836C5CD2404,5EE3A642-0254-415C-94D0-43272864C279,4184849,2018-09-26 10:32:31.0000000 +03:00,2018-09-26 10:38:05.0000000 +03:00,0.739864632,5.566666667,0,0,2,0.833333333,OriginalDriver,False,"Ломоносовский проспект 20, Раменки, Москва, Россия","улица Ленинские Горы 1 стр 2А, Раменки, Москва, Россия",0.598,True,Москва,Россия,5,5,3,2,0,0,0,,1055,5.566666603,0,0,5,1,1,0.800000012,1,60.15599442,14.62673344,0,0.124,0,0.560000002,,100,100,100,75,92.5,0,Москва,Москва,01.01.2001
1827840,AE16D565-35F3-4439-BEA8-928918AAF41A,5F0B29AD-60E3-4D4E-B9FA-CBB6F20AC321,4184850,2018-09-26 10:30:30.0000000 +03:00,2018-09-26 10:40:26.0000000 +03:00,3.052182756,9.933333333,0,0,2,2.416666667,OriginalDriver,False,"улица Симоновский вал 17, Южнопортовый, Москва, Россия","Дербеневская набережная 11А, Даниловский, Москва, Россия",3.689,True,Москва,Россия,5,5,3,2,0.283,0,0,,1055,9.933333397,0,0,5,1,1,0.800000012,1,64.02372742,32.59543117,0,1.134,0,0.409999996,,100,100,100,100,100.0000076,0,Москва,Москва,01.01.2001
1827841,C0BD1CC5-3A74-42CD-BE12-56D36D8A5ABA,D456AA03-3F45-4F39-85C4-DED24AC63D4A,4184851,2018-09-26 09:38:01.0000000 +03:00,2018-09-26 10:34:39.0000000 +03:00,17.62134398,56.63333333,0,0,4,0,OriginalDriver,False,"Московская улица 5, Юбилейный, Королёв, Московская область, Россия","проезд Серебрякова 14Б стр 7, Свиблово, Москва, Россия",17.218,True,Москва,Россия,5,5,3,5,1.312,0,0,,6,56.63333511,0,0,5,1,1,0.800000012,1,90.7559967,30.51822167,0,0,0,1,,0,100,100,75,32.5,0,Королёв,Москва,01.01.2001
1827843,FA714954-6BCD-43DE-B1B0-624BD7BA1E49,C4C5C80D-08DA-48C7-A4F6-E993E089FD94,4184853,2018-09-26 12:59:07.0000000 +08:00,2018-09-26 13:14:41.0000000 +08:00,6.836421394,15.56666667,1,2,3,0,OriginalDriver,False,"Pandan Vly, Clementi, Singapore, Singapore","Jurong Gateway Rd, Jurong East, Singapore, Singapore",6.793,True,Singapore,Singapore,5,4,5,5,1.996,0,0,,1008,0,0,15.5666666,3,1,0.899999976,1,0.800000012,82.01846313,46.21924538,0,0,0,1,,100,100,100,100,100.0000076,0,Singapore,Singapore,01.01.2001
1827846,E32198AB-2A0E-4154-8694-86A45D1CE8E8,9A3D4FFF-F344-4F1F-9FA9-B5B07CAE9C83,4184865,2018-09-26 08:32:24.0000000 +01:00,2018-09-26 08:40:28.0000000 +01:00,1.536449998,8.066666667,0,0,4,0,OriginalDriver,False,"Corporation Road 98, Weymouth, Dorset, United Kingdom","Westham Road 20, Weymouth, Dorset, United Kingdom",1.781,False,Dorset,United Kingdom,5,5,3,5,0,0,0,,1055,8.066666603,0,0,5,1,1,0.800000012,1,46.15200043,29.70467513,0,0,0,1,,100,100,100,100,100.0000076,0,Weymouth,Weymouth,01.01.2001
1827849,CDA0DE25-0D32-4CCB-AA73-E0A5FDEC9F3E,6C54C1A2-2BCE-488F-BF14-E07A84B5537B,4184868,2018-09-26 12:33:57.0000000 +05:00,2018-09-26 12:38:30.0000000 +05:00,0.30872946,4.55,0,0,5,0,OriginalDriver,False,"Комсомольский проспект 11, Ленинский район, Пермь, Пермский край, Россия","улица Пушкина 23, Ленинский район, Пермь, Пермский край, Россия",1.34,True,Пермский край,Россия,5,5,5,5,0,0,0,,1061,0,0,4.550000191,5,1,1,1,1,31.98930931,17.00741705,0,0,0,1,,100,100,100,100,100.0000076,0,Пермь,Пермь,01.01.2001
1827850,5CCA2DB2-A421-4A21-A6F7-5ADE0E5367EE,12D4137B-34F1-4EC9-87A6-FB31040742F9,4184872,2018-09-26 09:30:13.0000000 +03:00,2018-09-26 10:15:04.0000000 +03:00,20.91633926,44.85,0,0,4,0,OriginalDriver,False,"Трёхсвятская улица 6, Центральный район, Тверь, Тверская область, Россия","Волоколамский проспект 1, Центральный район, Тверь, Тверская область, Россия",2.454,True,Тверская область,Россия,5,5,3,5,0,0,0,,6,44.84999847,0,0,5,1,1,0.800000012,1,56.54193115,43.76589685,0,0,0,1,,100,100,100,100,100.0000076,0,Тверь,Тверь,01.01.2001
1827852,AF42A03A-E16C-4288-B887-53D4969610F2,BA496DF2-B339-4977-95E4-C5ED00786B13,4184878,2018-09-26 13:06:38.0000000 +05:30,2018-09-26 13:11:32.0000000 +05:30,1.03464668,4.9,1,1,4,0.616666667,OriginalDriver,False,"Payyannur, Taliparamba, Kannur, India","Payyannur, Taliparamba, Kannur, India",2.335,True,Kannur,India,5,4,5,3,0,0,0,,1093,0,0,4.900000095,4,1,0.899999976,1,0.899999976,62.61032867,36.15898714,0,0.385,0,0.639999986,,100,100,100,100,100.0000076,0,Taliparamba,Taliparamba,01.01.2001
1827844,D499C001-1F5A-45F6-80CD-F73B0737BD7B,A79DF2AE-F90A-4CAB-B833-784CBA02E544,4184879,2018-09-26 10:29:59.0000000 +03:00,2018-09-26 10:36:29.0000000 +03:00,3.340472758,6.5,1,1,3,0,OriginalDriver,False,"улица Хамовнический вал, Хамовники, Москва, Россия","Хамовники, Москва, Россия",3.303,True,Москва,Россия,4,4,3,5,1.751,0.104,0,,1061,6.5,0,0,4,0.800000012,0.899999976,0.800000012,0.899999976,73.92757416,50.82739905,0,0,0,1,,100,100,100,50,85.00000763,0,Москва,Москва,01.01.2001
1827845,D57913EC-EC81-4B37-BA98-964F3E01D82B,3CB35BFF-E1FF-4267-B650-64EF7C61FED2,4184880,2018-09-26 14:32:45.0000000 +08:00,2018-09-26 14:48:21.0000000 +08:00,1.742077227,15.6,0,0,5,0,OriginalDriver,False,"Compassvale Cres 294, Seng Kang, Singapore, Singapore","Anchorvale St, Seng Kang, Singapore, Singapore",1.637,True,Singapore,Singapore,5,5,5,5,0.079,0,0,,1008,0,0,15.60000038,5,1,1,1,1,50.12731934,7.225209718,0,0,0,1,,100,100,100,25,77.50000763,0,Singapore,Singapore,01.01.2001
1827854,85A4A7C3-0447-4873-9035-BEE357E21023,276E3DF2-7F76-46F6-AD2F-391735B73DDE,4184887,2018-09-26 10:04:03.0000000 +03:00,2018-09-26 10:13:33.0000000 +03:00,2.631070003,9.5,0,0,4,0,OriginalDriver,False,"Воронежская улица 20А, Ленинский район, Ростов-на-Дону, Ростовская область, Россия","улица Шеболдаева 95В, Октябрьский район, Ростов-на-Дону, Ростовская область, Россия",3.884,True,Ростовская область,Россия,5,5,3,5,0,0,0,,1013,9.5,0,0,5,1,1,0.800000012,1,48.63600159,27.07050044,0,0,0,1,,100,100,100,75,92.5,0,Ростов-на-Дону,Ростов-на-Дону,01.01.2001
1827855,7D41DABD-25A1-4759-8A98-28283F3B7645,276E3DF2-7F76-46F6-AD2F-391735B73DDE,4184888,2018-09-26 10:20:18.0000000 +03:00,2018-09-26 10:42:27.0000000 +03:00,4.457229999,22.15,0,0,3,0.616666667,OriginalDriver,False,"улица Шеболдаева 95В, Октябрьский район, Ростов-на-Дону, Ростовская область, Россия","Врубовая улица 34А, Ворошиловский район, Ростов-на-Дону, Ростовская область, Россия",5.081,True,Ростовская область,Россия,5,5,3,4,0.176,0.118,0.042,,1013,22.14999962,0,0,5,1,1,0.800000012,1,43.70400238,21.60088869,0,0.259,0,0.910000026,,100,100,100,75,92.5,0,Ростов-на-Дону,Ростов-на-Дону,01.01.2001
1827853,AD5A4B15-4BF4-4BAA-8E6D-5B8CABE5B3F8,AA0D4A46-2AAE-4C90-B69A-9CD0954E1341,4184890,2018-09-26 15:14:33.0000000 +08:00,2018-09-26 15:34:48.0000000 +08:00,11.70492019,20.25,5,5,1,0.5,OriginalDriver,False,"Scotts Rd, Orchard, Singapore, Singapore","Lengkong Tiga 66, Bedok North, Singapore, Singapore",12.221,True,Singapore,Singapore,3,1,5,5,2.076,1.417,0,,1008,0,0,20.25,1,0.600000024,0.600000024,1,0.400000006,99.66646576,45.65619771,0,0.025,0,1,,0,100,100,25,17.5,0,Singapore,Singapore,01.01.2001
1827856,F1BD3BF8-7428-4C60-8E16-04BE1C568B4C,D5941363-023F-4974-B593-5434F1E369E2,4184894,2018-09-26 13:04:12.0000000 +05:30,2018-09-26 13:12:40.0000000 +05:30,0.975554961,8.466666667,0,1,4,0,OriginalDriver,False,"Sivasagar, India","Sivasagar, India",1.926,True,Sivasagar,India,5,5,5,5,0,0,0,,1093,0,0,8.466666222,4,1,1,1,0.899999976,32.72399902,15.41818823,0,0,0,1,,100,100,100,100,100.0000076,0,Sivasagar,Sivasagar,01.01.2001
1827857,993699F5-4811-4D99-9B80-E3BD7E266CC8,DADDA70C-75C4-4A8E-8E82-A2CEEAF6833C,4184901,2018-09-26 10:29:28.0000000 +03:00,2018-09-26 10:39:35.0000000 +03:00,4.209260423,10.11666667,0,1,2,1.016666667,OriginalDriver,False,"проспект Ленина 96/10, Подольск, Московская область, Россия","улица Лобачёва 6 стр 4, Подольск, Московская область, Россия",4.129,True,Московская область,Россия,5,5,3,2,0.558,0,0,,1061,10.11666679,0,0,4,1,1,0.800000012,0.899999976,68.87879944,34.3844582,0,0.826,0,0.560000002,,100,100,100,100,100.0000076,0,Подольск,Подольск,01.01.2001
1827859,140012CE-92DA-4B34-B1A7-FD7ABB72E9C1,4D7BFB83-3F98-44A1-B1CC-1623EBA35807,4184909,2018-09-26 12:38:37.0000000 +05:00,2018-09-26 12:41:06.0000000 +05:00,1.417922158,2.483333333,0,0,2,1.566666667,OriginalDriver,False,"улица Чехова 51, Архангельское, Архангельский район, Республика Башкортостан, Россия","Советская улица 26, Архангельское, Архангельский район, Республика Башкортостан, Россия",1.382,True,Республика Башкортостан,Россия,5,5,5,1,0,0,0,,6,0,0,2.483333349,5,1,1,1,1,55.0880928,26.93880541,0,0.621,0,0.25999999,,100,100,100,100,100.0000076,0,Архангельский район,Архангельский район,01.01.2001
1827862,148A30E1-65E1-4FFF-9E12-3C3CC7D5310F,F12EDA76-3F9A-4A70-8922-64679BE25388,4184913,2018-09-26 14:50:44.0000000 +08:00,2018-09-26 15:02:37.0000000 +08:00,1.817842164,11.88333333,0,0,5,0.483333333,OriginalDriver,False,"Maxwell Rd 5, Central Business District, Singapore, Singapore","Telok Blangah, Singapore, Singapore",4.346,True,Singapore,Singapore,5,5,5,5,0.493,0,0,,1008,0,0,11.88333321,5,1,1,1,1,59.6048584,20.70150362,0,0.093,0,1,,100,100,100,50,85.00000763,0,Singapore,Singapore,01.01.2001
1827863,550EDF37-ABFB-4C1E-82AE-9419F62F7314,1B5FBE6E-CE8A-461D-8A37-AF52641D70D5,4184916,2018-09-26 14:25:21.0000000 +07:00,2018-09-26 14:41:25.0000000 +07:00,3.07541891,16.06666667,0,0,5,0,OriginalDriver,False,"Jalan Bina Marga 38, Cipayung, Jakarta Timur, DKI Jakarta, Indonesia","Green Malaka D2, Cipayung, Jakarta Timur, DKI Jakarta, Indonesia",4.058,True,DKI Jakarta,Indonesia,5,5,5,5,0,0,0,,1055,0,0,16.06666756,5,1,1,1,1,38.30400085,20.64169851,0,0,0,1,,100,100,100,25,77.50000763,0,Jakarta Timur,Jakarta Timur,01.01.2001
1827864,B8038CC9-52D6-40D6-B32E-BCCB7BA5BFB5,D2250774-C720-4F07-9BA8-5F5E075D87DD,4184920,2018-09-26 10:38:31.0000000 +03:00,2018-09-26 10:46:59.0000000 +03:00,4.400457155,8.466666667,0,0,4,0,OriginalDriver,False,"Полевая улица, Бугры, Всеволожский район, Ленинградская область, Россия","Всеволожский район, Ленинградская область, Россия",6.16,False,Ленинградская область,Россия,5,5,3,5,0,0,0,,1061,8.466666222,0,0,5,1,1,0.800000012,1,69.61941528,50.83890983,0,0,0,1,,100,100,100,100,100.0000076,0,Всеволожский район,Всеволожский район,01.01.2001
1827866,AED4585A-4E50-4D48-BD68-8469C5B87CE5,F69B2027-B10A-42A3-BABB-C5C5C4E8492A,4184924,2018-09-26 10:33:44.0000000 +03:00,2018-09-26 10:44:59.0000000 +03:00,9.671668022,11.25,0,0,3,0.066666667,OriginalDriver,False,"Подольск, Московская область, Россия","Подольск, Московская область, Россия",9.532,False,Московская область,Россия,4,5,3,5,1.528,0.158,0.247,,1013,11.25,0,0,5,0.800000012,1,0.800000012,1,103.0236359,69.6748438,0,0.06,0,1,,0,100,100,25,17.5,0,Подольск,Подольск,01.01.2001
1827868,7EBBD1AB-5D5F-4CFE-838C-A5B742BC7B69,45C85561-F491-418B-9D44-20D8B90D8A22,4184926,2018-09-26 13:12:07.0000000 +05:30,2018-09-26 13:16:01.0000000 +05:30,0.392864824,3.9,0,0,5,0.533333333,OriginalDriver,False,"Anna Salai 57, Illango Nagar, Puducherry, India","100 Feet Road, Saram, Puducherry, India",3.406,True,Puducherry,India,5,5,5,3,0.064,0,0,,1093,0,0,3.900000095,5,1,1,1,1,40.60293579,28.96986832,0,0.361,0,0.769999981,,100,100,100,100,100.0000076,0,Puducherry,Puducherry,01.01.2001
1827865,9F00FEF0-A9E1-4620-926F-523338600F47,D4CB274E-50A8-4179-BCBC-5097D57BF9C3,4184931,2018-09-26 10:33:39.0000000 +03:00,2018-09-26 10:40:43.0000000 +03:00,4.169661264,7.066666667,0,0,4,0,OriginalDriver,False,"Российская улица 100, Прикубанский округ, Краснодар, Краснодарский край, Россия","улица Жлобы 101, Прикубанский округ, Краснодар, Краснодарский край, Россия",1.518,True,Краснодарский край,Россия,5,5,3,5,0.027,0,0,,6,7.066666603,0,0,5,1,1,0.800000012,1,49.4094696,13.92349302,0,0,0,1,,100,100,100,75,92.5,0,Краснодар,Краснодар,01.01.2001
1827871,07F904C3-7F70-411C-84D3-821FC3DA8056,32E73548-DC49-4DCF-AF9E-784B252B7A0D,4184944,2018-09-26 10:41:51.0000000 +03:00,2018-09-26 10:47:56.0000000 +03:00,0.54575534,6.083333333,0,1,3,0,OriginalDriver,False,"Замоскворечье, Москва, Россия","1-й Люсиновский переулок, Замоскворечье, Москва, Россия",0.116,True,Москва,Россия,5,5,3,5,0,0,0,,1061,6.083333492,0,0,4,1,1,0.800000012,0.899999976,27.53999901,11.42266646,0,0,0,1,,100,100,100,100,100.0000076,0,Москва,Москва,01.01.2001
1827872,2D2D27F6-64DF-4A47-9B6C-2321F03C49DB,756DE19F-5C02-4D52-B3F8-A262C411331E,4184946,2018-09-26 12:52:57.0000000 +05:30,2018-09-26 13:16:04.0000000 +05:30,5.78397213,23.11666667,0,0,5,0.05,OriginalDriver,False,"Kozhikode Sub-District, Kozhikode, India","Kozhikode Sub-District, Kozhikode, India",6.895,False,Kozhikode,India,5,5,5,5,0,0,0,,1093,0,0,23.11666679,5,1,1,1,1,51.69599915,25.59273137,0,0.012,0,1,,100,100,100,50,85.00000763,0,Kozhikode Sub-District,Kozhikode Sub-District,01.01.2001
1827874,D41B0C79-A9F9-4E0D-9244-459B6340611B,F81B558B-8BC2-48DC-BB07-B3E65A43B313,4184950,2018-09-26 10:11:20.0000000 +03:00,2018-09-26 10:48:35.0000000 +03:00,12.08266176,37.25,0,1,3,0,OriginalDriver,False,"Пресненский, Москва, Россия","Одесская улица 2, Зюзино, Москва, Россия",13.738,True,Москва,Россия,5,5,3,5,2.616,0.143,0,,1061,37.25,0,0,4,1,1,0.800000012,0.899999976,81.59672546,36.34796783,0,0,0,1,,100,100,100,50,85.00000763,0,Москва,Москва,01.01.2001
1827873,D7F0AA23-5E33-4ED3-B787-69E3C708AB51,22E1367F-21E1-411D-AA8A-F3E4EF70BA49,4184954,2018-09-26 10:47:47.0000000 +03:00,2018-09-26 10:52:52.0000000 +03:00,5.0448035,5.083333333,0,0,1,1.666666667,OriginalDriver,False,"Дарницький район, Київ, Україна","Наддніпрянське шосе, Печерський район, Київ, Україна",4.936,True,Київ,Україна,1,5,3,2,1.756,1.396,1.069,,1055,5.083333492,0,0,5,0.200000003,1,0.800000012,1,115.0499725,57.09206927,0.2,1.482,0.351,0.409999996,,0,100,100,100,40,0,Київ,Київ,01.01.2001
1827876,534531FA-0C37-46A5-8828-44E4E5FB7791,FA393E54-F220-40E0-9C44-B41A2B7459F9,4184955,2018-09-26 10:07:51.0000000 +03:00,2018-09-26 10:47:54.0000000 +03:00,19.63013016,40.05,1,1,3,0.533333333,OriginalDriver,False,"переулок Г. Петровой 10, Новочеркасск, Ростовская область, Россия","переулок Г. Петровой 7, Новочеркасск, Ростовская область, Россия",19.634,True,Ростовская область,Россия,3,4,3,5,6.875,1.505,0.652,,1061,40.04999924,0,0,4,0.600000024,0.899999976,0.800000012,0.899999976,75.30340576,43.73425905,0,0.067,0,1,,100,100,100,75,92.5,0,Новочеркасск,Новочеркасск,01.01.2001
1827875,BBE5B9CA-C344-447C-9275-4DDFD4154CA5,D458CBCD-A382-4274-BCD0-F4B53C4B8914,4184958,2018-09-26 15:12:50.0000000 +09:00,2018-09-26 16:45:43.0000000 +09:00,46.94147171,92.88333333,0,3,3,7.266666667,OriginalDriver,False,??????????????,??????????????????,47.632,False,????,Japan,5,5,5,3,0,0,0,,1062,0,0,92.8833313,4,1,1,1,0.899999976,90,44.11546914,0,4.861,0,0.769999981,,0,100,100,25,17.5,0,???,????,01.01.2001
1827877,41D6372B-1BBE-4082-B50B-EC239F656930,1125E9DA-1DA3-4263-9036-FA7F68D06B64,4184960,2018-09-26 09:40:00.0000000 +03:00,2018-09-26 10:42:14.0000000 +03:00,26.09001774,62.23333333,1,3,3,8.866666667,OriginalDriver,False,"улица Никитина 16, Московский, Москва, Россия","Багратионовский проезд 5, Филёвский Парк, Москва, Россия",25.707,False,Москва,Россия,3,5,3,3,5.273,2.688,0,,6,62.23333359,0,0,3,0.600000024,1,0.800000012,0.800000012,80.60399628,35.74938467,0,3.964,0,0.660000026,,100,100,100,50,85.00000763,0,Москва,Москва,01.01.2001
