Id,HeartbeatId,Key,Value,Id,DeviceToken,ChargeLevel,WifiEnabled,GPSEnabled,MobileDataEnabled,NotLoadTripsCount,ServerDt
173491771,12884903,LastKnownLatitude,55.68741893,12884903,5EE3A642-0254-415C-94D0-43272864C279,92,True,True,True,0,2018-08-23 13:52:40.3272768 +03:00
173491772,12884903,LastKnownLongitude,37.57285997,12884903,5EE3A642-0254-415C-94D0-43272864C279,92,True,True,True,0,2018-08-23 13:52:40.3272768 +03:00
173492947,12884978,LastKnownLatitude,55.68473756,12884978,5EE3A642-0254-415C-94D0-43272864C279,92,True,True,True,0,2018-08-23 13:53:37.6963611 +03:00
173492950,12884978,LastKnownLongitude,37.56999576,12884978,5EE3A642-0254-415C-94D0-43272864C279,92,True,True,True,0,2018-08-23 13:53:37.6963611 +03:00
173494211,12885062,LastKnownLatitude,55.68122066,12885062,5EE3A642-0254-415C-94D0-43272864C279,91,True,True,True,0,2018-08-23 13:54:40.7616267 +03:00
173494212,12885062,LastKnownLongitude,37.56619084,12885062,5EE3A642-0254-415C-94D0-43272864C279,91,True,True,True,0,2018-08-23 13:54:40.7616267 +03:00
173495870,12885170,LastKnownLatitude,55.67859024,12885170,5EE3A642-0254-415C-94D0-43272864C279,91,True,True,True,0,2018-08-23 13:56:01.9384489 +03:00
173495873,12885170,LastKnownLongitude,37.5633287,12885170,5EE3A642-0254-415C-94D0-43272864C279,91,True,True,True,0,2018-08-23 13:56:01.9384489 +03:00
173496331,12885200,LastKnownLatitude,55.67578322,12885200,5EE3A642-0254-415C-94D0-43272864C279,91,True,True,True,0,2018-08-23 13:56:38.2677091 +03:00
173496332,12885200,LastKnownLongitude,37.56052944,12885200,5EE3A642-0254-415C-94D0-43272864C279,91,True,True,True,0,2018-08-23 13:56:38.2677091 +03:00
173497016,12885243,LastKnownLatitude,55.67317894,12885243,5EE3A642-0254-415C-94D0-43272864C279,90,True,True,True,0,2018-08-23 13:57:18.1144259 +03:00
173497020,12885243,LastKnownLongitude,37.55758046,12885243,5EE3A642-0254-415C-94D0-43272864C279,90,True,True,True,0,2018-08-23 13:57:18.1144259 +03:00
173498950,12885369,LastKnownLatitude,55.67017954,12885369,5EE3A642-0254-415C-94D0-43272864C279,90,True,True,True,0,2018-08-23 13:59:04.7710680 +03:00
173498952,12885369,LastKnownLongitude,37.5544438,12885369,5EE3A642-0254-415C-94D0-43272864C279,90,True,True,True,0,2018-08-23 13:59:04.7710680 +03:00
173500768,12885488,LastKnownLatitude,55.66756393,12885488,5EE3A642-0254-415C-94D0-43272864C279,89,True,True,True,0,2018-08-23 14:00:33.4633659 +03:00
173500769,12885488,LastKnownLongitude,37.55161938,12885488,5EE3A642-0254-415C-94D0-43272864C279,89,True,True,True,0,2018-08-23 14:00:33.4633659 +03:00
173501183,12885515,LastKnownLatitude,55.66283771,12885515,5EE3A642-0254-415C-94D0-43272864C279,89,True,True,True,0,2018-08-23 14:00:58.8733359 +03:00
173501186,12885515,LastKnownLongitude,37.54663744,12885515,5EE3A642-0254-415C-94D0-43272864C279,89,True,True,True,0,2018-08-23 14:00:58.8733359 +03:00
173501584,12885541,LastKnownLatitude,55.66032562,12885541,5EE3A642-0254-415C-94D0-43272864C279,89,True,True,True,0,2018-08-23 14:01:20.8597590 +03:00
173501587,12885541,LastKnownLongitude,37.54382324,12885541,5EE3A642-0254-415C-94D0-43272864C279,89,True,True,True,0,2018-08-23 14:01:20.8597590 +03:00
173502265,12885586,LastKnownLatitude,55.65741117,12885586,5EE3A642-0254-415C-94D0-43272864C279,88,True,True,True,0,2018-08-23 14:01:58.5853198 +03:00
173502266,12885586,LastKnownLongitude,37.54068827,12885586,5EE3A642-0254-415C-94D0-43272864C279,88,True,True,True,0,2018-08-23 14:01:58.5853198 +03:00
173502800,12885620,LastKnownLatitude,55.65498286,12885620,5EE3A642-0254-415C-94D0-43272864C279,88,True,True,True,0,2018-08-23 14:02:33.2482505 +03:00
173502801,12885620,LastKnownLongitude,37.53810851,12885620,5EE3A642-0254-415C-94D0-43272864C279,88,True,True,True,0,2018-08-23 14:02:33.2482505 +03:00
173503380,12885657,LastKnownLatitude,55.65193347,12885657,5EE3A642-0254-415C-94D0-43272864C279,88,True,True,True,0,2018-08-23 14:03:13.6331717 +03:00
173503386,12885657,LastKnownLongitude,37.53480878,12885657,5EE3A642-0254-415C-94D0-43272864C279,88,True,True,True,0,2018-08-23 14:03:13.6331717 +03:00
173505101,12885770,LastKnownLatitude,55.6490981,12885770,5EE3A642-0254-415C-94D0-43272864C279,87,True,True,True,0,2018-08-23 14:04:48.4919754 +03:00
173505102,12885770,LastKnownLongitude,37.53181027,12885770,5EE3A642-0254-415C-94D0-43272864C279,87,True,True,True,0,2018-08-23 14:04:48.4919754 +03:00
173506032,12885832,LastKnownLatitude,55.64655728,12885832,5EE3A642-0254-415C-94D0-43272864C279,86,True,True,True,0,2018-08-23 14:05:40.5725096 +03:00
173506038,12885832,LastKnownLongitude,37.52915229,12885832,5EE3A642-0254-415C-94D0-43272864C279,86,True,True,True,0,2018-08-23 14:05:40.5725096 +03:00
173506490,12885859,LastKnownLatitude,55.64349672,12885859,5EE3A642-0254-415C-94D0-43272864C279,86,True,True,True,0,2018-08-23 14:06:08.4913049 +03:00
173506499,12885859,LastKnownLongitude,37.52676951,12885859,5EE3A642-0254-415C-94D0-43272864C279,86,True,True,True,0,2018-08-23 14:06:08.4913049 +03:00
173508441,12885988,LastKnownLatitude,55.64139836,12885988,5EE3A642-0254-415C-94D0-43272864C279,85,True,True,True,0,2018-08-23 14:08:08.6655337 +03:00
173508442,12885988,LastKnownLongitude,37.53051841,12885988,5EE3A642-0254-415C-94D0-43272864C279,85,True,True,True,0,2018-08-23 14:08:08.6655337 +03:00
173508839,12886014,LastKnownLatitude,55.63992386,12886014,5EE3A642-0254-415C-94D0-43272864C279,84,True,True,True,0,2018-08-23 14:08:32.6397465 +03:00
173508840,12886014,LastKnownLongitude,37.5360242,12886014,5EE3A642-0254-415C-94D0-43272864C279,84,True,True,True,0,2018-08-23 14:08:32.6397465 +03:00
173512904,12886279,LastKnownLatitude,55.63898225,12886279,5EE3A642-0254-415C-94D0-43272864C279,83,True,True,True,0,2018-08-23 14:12:24.9585031 +03:00
173512908,12886279,LastKnownLongitude,37.53827488,12886279,5EE3A642-0254-415C-94D0-43272864C279,83,True,True,True,0,2018-08-23 14:12:24.9585031 +03:00
173515549,12886454,LastKnownLatitude,55.63935224,12886454,5EE3A642-0254-415C-94D0-43272864C279,83,True,True,False,1,2018-08-23 14:15:16.7033271 +03:00
173515551,12886454,LastKnownLongitude,37.53769001,12886454,5EE3A642-0254-415C-94D0-43272864C279,83,True,True,False,1,2018-08-23 14:15:16.7033271 +03:00
174237312,12934108,LastKnownLatitude,55.63935224,12934108,5EE3A642-0254-415C-94D0-43272864C279,35,True,True,True,0,2018-08-24 08:22:57.2742259 +03:00
174237313,12934108,LastKnownLongitude,37.53769001,12934108,5EE3A642-0254-415C-94D0-43272864C279,35,True,True,True,0,2018-08-24 08:22:57.2742259 +03:00
174237353,12934110,LastKnownLatitude,55.63935224,12934110,5EE3A642-0254-415C-94D0-43272864C279,35,True,True,True,0,2018-08-24 08:23:01.2431512 +03:00
174237355,12934110,LastKnownLongitude,37.53769001,12934110,5EE3A642-0254-415C-94D0-43272864C279,35,True,True,True,0,2018-08-24 08:23:01.2431512 +03:00
174239665,12934266,LastKnownLatitude,55.64252347,12934266,5EE3A642-0254-415C-94D0-43272864C279,33,True,True,True,0,2018-08-24 08:26:21.2397626 +03:00
174239666,12934266,LastKnownLongitude,37.52632709,12934266,5EE3A642-0254-415C-94D0-43272864C279,33,True,True,True,0,2018-08-24 08:26:21.2397626 +03:00
174239993,12934288,LastKnownLatitude,55.64449343,12934288,5EE3A642-0254-415C-94D0-43272864C279,33,True,True,True,0,2018-08-24 08:26:48.1252630 +03:00
174239994,12934288,LastKnownLongitude,37.52167687,12934288,5EE3A642-0254-415C-94D0-43272864C279,33,True,True,True,0,2018-08-24 08:26:48.1252630 +03:00
174240919,12934349,LastKnownLatitude,55.64691096,12934349,5EE3A642-0254-415C-94D0-43272864C279,32,True,True,True,0,2018-08-24 08:27:59.4712045 +03:00
174240921,12934349,LastKnownLongitude,37.5161284,12934349,5EE3A642-0254-415C-94D0-43272864C279,32,True,True,True,0,2018-08-24 08:27:59.4712045 +03:00
174242273,12934439,LastKnownLatitude,55.64896314,12934439,5EE3A642-0254-415C-94D0-43272864C279,30.00000191,True,True,True,0,2018-08-24 08:30:21.4523672 +03:00
174242280,12934439,LastKnownLongitude,37.51130923,12934439,5EE3A642-0254-415C-94D0-43272864C279,30.00000191,True,True,True,0,2018-08-24 08:30:21.4523672 +03:00
174242772,12934472,LastKnownLatitude,55.65149284,12934472,5EE3A642-0254-415C-94D0-43272864C279,30.00000191,True,True,True,0,2018-08-24 08:31:14.6267857 +03:00
174242780,12934472,LastKnownLongitude,37.50525942,12934472,5EE3A642-0254-415C-94D0-43272864C279,30.00000191,True,True,True,0,2018-08-24 08:31:14.6267857 +03:00
174243123,12934496,LastKnownLatitude,55.65374858,12934496,5EE3A642-0254-415C-94D0-43272864C279,30.00000191,True,True,True,0,2018-08-24 08:31:45.1823093 +03:00
174243125,12934496,LastKnownLongitude,37.5000473,12934496,5EE3A642-0254-415C-94D0-43272864C279,30.00000191,True,True,True,0,2018-08-24 08:31:45.1823093 +03:00
174243724,12934536,LastKnownLatitude,55.65680653,12934536,5EE3A642-0254-415C-94D0-43272864C279,29,True,True,True,0,2018-08-24 08:32:43.7908499 +03:00
174243727,12934536,LastKnownLongitude,37.49831227,12934536,5EE3A642-0254-415C-94D0-43272864C279,29,True,True,True,0,2018-08-24 08:32:43.7908499 +03:00
174243949,12934550,LastKnownLatitude,55.65946441,12934550,5EE3A642-0254-415C-94D0-43272864C279,29,True,True,True,0,2018-08-24 08:33:10.9380964 +03:00
174243952,12934550,LastKnownLongitude,37.50330007,12934550,5EE3A642-0254-415C-94D0-43272864C279,29,True,True,True,0,2018-08-24 08:33:10.9380964 +03:00
174244688,12934600,LastKnownLatitude,55.66289481,12934600,5EE3A642-0254-415C-94D0-43272864C279,29,True,True,True,0,2018-08-24 08:34:08.7189057 +03:00
174244689,12934600,LastKnownLongitude,37.50844543,12934600,5EE3A642-0254-415C-94D0-43272864C279,29,True,True,True,0,2018-08-24 08:34:08.7189057 +03:00
174245099,12934626,LastKnownLatitude,55.66519707,12934626,5EE3A642-0254-415C-94D0-43272864C279,29,True,True,True,0,2018-08-24 08:34:37.8443926 +03:00
174245104,12934626,LastKnownLongitude,37.51189438,12934626,5EE3A642-0254-415C-94D0-43272864C279,29,True,True,True,0,2018-08-24 08:34:37.8443926 +03:00
174245435,12934650,LastKnownLatitude,55.66849666,12934650,5EE3A642-0254-415C-94D0-43272864C279,29,True,True,True,0,2018-08-24 08:35:10.1595699 +03:00
174245439,12934650,LastKnownLongitude,37.51680059,12934650,5EE3A642-0254-415C-94D0-43272864C279,29,True,True,True,0,2018-08-24 08:35:10.1595699 +03:00
174245902,12934681,LastKnownLatitude,55.67188397,12934681,5EE3A642-0254-415C-94D0-43272864C279,29,True,True,True,0,2018-08-24 08:35:51.8984959 +03:00
174245904,12934681,LastKnownLongitude,37.5217837,12934681,5EE3A642-0254-415C-94D0-43272864C279,29,True,True,True,0,2018-08-24 08:35:51.8984959 +03:00
174246178,12934699,LastKnownLatitude,55.67455313,12934699,5EE3A642-0254-415C-94D0-43272864C279,28,True,True,True,0,2018-08-24 08:36:17.9371733 +03:00
174246180,12934699,LastKnownLongitude,37.52572368,12934699,5EE3A642-0254-415C-94D0-43272864C279,28,True,True,True,0,2018-08-24 08:36:17.9371733 +03:00
174246394,12934713,LastKnownLatitude,55.67705326,12934713,5EE3A642-0254-415C-94D0-43272864C279,28,True,True,True,0,2018-08-24 08:36:42.5353147 +03:00
174246395,12934713,LastKnownLongitude,37.52942113,12934713,5EE3A642-0254-415C-94D0-43272864C279,28,True,True,True,0,2018-08-24 08:36:42.5353147 +03:00
174246680,12934732,LastKnownLatitude,55.67963053,12934732,5EE3A642-0254-415C-94D0-43272864C279,28,True,True,True,0,2018-08-24 08:37:08.9737893 +03:00
174246682,12934732,LastKnownLongitude,37.53318569,12934732,5EE3A642-0254-415C-94D0-43272864C279,28,True,True,True,0,2018-08-24 08:37:08.9737893 +03:00
174248025,12934823,LastKnownLatitude,55.682741,12934823,5EE3A642-0254-415C-94D0-43272864C279,28,True,True,True,0,2018-08-24 08:38:57.3765230 +03:00
174248026,12934823,LastKnownLongitude,37.5377435,12934823,5EE3A642-0254-415C-94D0-43272864C279,28,True,True,True,0,2018-08-24 08:38:57.3765230 +03:00
174249569,12934926,LastKnownLatitude,55.68524824,12934926,5EE3A642-0254-415C-94D0-43272864C279,27.00000191,True,True,True,0,2018-08-24 08:40:43.8902267 +03:00
174249570,12934926,LastKnownLongitude,37.54146026,12934926,5EE3A642-0254-415C-94D0-43272864C279,27.00000191,True,True,True,0,2018-08-24 08:40:43.8902267 +03:00
174250210,12934968,LastKnownLatitude,55.68784357,12934968,5EE3A642-0254-415C-94D0-43272864C279,26,True,True,True,0,2018-08-24 08:41:43.2892306 +03:00
174250214,12934968,LastKnownLongitude,37.54535572,12934968,5EE3A642-0254-415C-94D0-43272864C279,26,True,True,True,0,2018-08-24 08:41:43.2892306 +03:00
174250571,12934993,LastKnownLatitude,55.69073205,12934993,5EE3A642-0254-415C-94D0-43272864C279,26,True,True,True,0,2018-08-24 08:42:14.2649681 +03:00
174250573,12934993,LastKnownLongitude,37.55023578,12934993,5EE3A642-0254-415C-94D0-43272864C279,26,True,True,True,0,2018-08-24 08:42:14.2649681 +03:00
174250857,12935010,LastKnownLatitude,55.69309571,12935010,5EE3A642-0254-415C-94D0-43272864C279,26,True,True,True,0,2018-08-24 08:42:41.2530670 +03:00
174250858,12935010,LastKnownLongitude,37.55437886,12935010,5EE3A642-0254-415C-94D0-43272864C279,26,True,True,True,0,2018-08-24 08:42:41.2530670 +03:00
174251689,12935068,LastKnownLatitude,55.69659321,12935068,5EE3A642-0254-415C-94D0-43272864C279,26,True,True,True,0,2018-08-24 08:43:37.6099412 +03:00
174251693,12935068,LastKnownLongitude,37.55404585,12935068,5EE3A642-0254-415C-94D0-43272864C279,26,True,True,True,0,2018-08-24 08:43:37.6099412 +03:00
174252215,12935104,LastKnownLatitude,55.69907454,12935104,5EE3A642-0254-415C-94D0-43272864C279,26,True,True,True,0,2018-08-24 08:44:08.9749345 +03:00
174252216,12935104,LastKnownLongitude,37.54976905,12935104,5EE3A642-0254-415C-94D0-43272864C279,26,True,True,True,0,2018-08-24 08:44:08.9749345 +03:00
174253470,12935186,LastKnownLatitude,55.7026546,12935186,5EE3A642-0254-415C-94D0-43272864C279,25,True,True,True,0,2018-08-24 08:45:59.1166345 +03:00
174253471,12935186,LastKnownLongitude,37.54890941,12935186,5EE3A642-0254-415C-94D0-43272864C279,25,True,True,True,0,2018-08-24 08:45:59.1166345 +03:00
174255590,12935323,LastKnownLatitude,55.70600029,12935323,5EE3A642-0254-415C-94D0-43272864C279,25,True,True,True,0,2018-08-24 08:48:20.9083998 +03:00
174255594,12935323,LastKnownLongitude,37.55677548,12935323,5EE3A642-0254-415C-94D0-43272864C279,25,True,True,True,0,2018-08-24 08:48:20.9083998 +03:00
174256177,12935363,LastKnownLatitude,55.71709478,12935363,5EE3A642-0254-415C-94D0-43272864C279,25,True,True,True,0,2018-08-24 08:49:00.7246038 +03:00
174256183,12935363,LastKnownLongitude,37.56971339,12935363,5EE3A642-0254-415C-94D0-43272864C279,25,True,True,True,0,2018-08-24 08:49:00.7246038 +03:00
174257078,12935422,LastKnownLatitude,55.71614528,12935422,5EE3A642-0254-415C-94D0-43272864C279,24,True,True,True,0,2018-08-24 08:50:01.9215934 +03:00
174257080,12935422,LastKnownLongitude,37.5755165,12935422,5EE3A642-0254-415C-94D0-43272864C279,24,True,True,True,0,2018-08-24 08:50:01.9215934 +03:00
174257883,12935475,LastKnownLatitude,55.71285007,12935475,5EE3A642-0254-415C-94D0-43272864C279,24,True,True,True,0,2018-08-24 08:51:08.6229471 +03:00
174257889,12935475,LastKnownLongitude,37.57441905,12935475,5EE3A642-0254-415C-94D0-43272864C279,24,True,True,True,0,2018-08-24 08:51:08.6229471 +03:00
174258679,12935525,LastKnownLatitude,55.71302207,12935525,5EE3A642-0254-415C-94D0-43272864C279,24,True,True,True,1,2018-08-24 08:51:52.2339298 +03:00
174258682,12935525,LastKnownLongitude,37.56954299,12935525,5EE3A642-0254-415C-94D0-43272864C279,24,True,True,True,1,2018-08-24 08:51:52.2339298 +03:00
174289004,12937531,LastKnownLatitude,55.71392853,12937531,5EE3A642-0254-415C-94D0-43272864C279,50,True,True,True,0,2018-08-24 09:29:13.4419177 +03:00
174289006,12937531,LastKnownLongitude,37.57198472,12937531,5EE3A642-0254-415C-94D0-43272864C279,50,True,True,True,0,2018-08-24 09:29:13.4419177 +03:00
174483100,12950318,LastKnownLatitude,55.71392853,12950318,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:23:50.2277304 +03:00
174483101,12950318,LastKnownLongitude,37.57198472,12950318,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:23:50.2277304 +03:00
174483217,12950325,LastKnownLatitude,55.71575054,12950325,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:23:55.7448860 +03:00
174483219,12950325,LastKnownLongitude,37.57428037,12950325,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:23:55.7448860 +03:00
174488739,12950685,LastKnownLatitude,55.71283703,12950685,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:28:56.1674941 +03:00
174488741,12950685,LastKnownLongitude,37.57805209,12950685,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:28:56.1674941 +03:00
174488932,12950697,LastKnownLatitude,55.70992577,12950697,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:29:08.4392491 +03:00
174488933,12950697,LastKnownLongitude,37.58191904,12950697,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:29:08.4392491 +03:00
174490259,12950783,LastKnownLatitude,55.70992577,12950783,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:30:42.2275898 +03:00
174490261,12950783,LastKnownLongitude,37.58191904,12950783,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:30:42.2275898 +03:00
174490269,12950784,LastKnownLatitude,55.70992577,12950784,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:30:42.2588826 +03:00
174490270,12950784,LastKnownLongitude,37.58191904,12950784,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:30:42.2588826 +03:00
174490923,12950825,LastKnownLatitude,55.70725294,12950825,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:31:33.9558649 +03:00
174490947,12950825,LastKnownLongitude,37.58075607,12950825,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:31:33.9558649 +03:00
174492832,12950953,LastKnownLatitude,55.70379906,12950953,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:33:25.4886684 +03:00
174492839,12950953,LastKnownLongitude,37.57981522,12950953,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:33:25.4886684 +03:00
174494117,12951034,LastKnownLatitude,55.70110357,12951034,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:34:36.7071391 +03:00
174494121,12951034,LastKnownLongitude,37.57900321,12951034,5EE3A642-0254-415C-94D0-43272864C279,100,True,True,True,0,2018-08-24 13:34:36.7071391 +03:00
174495299,12951109,LastKnownLatitude,55.69938642,12951109,5EE3A642-0254-415C-94D0-43272864C279,99,True,True,True,0,2018-08-24 13:35:50.3405581 +03:00
174495302,12951109,LastKnownLongitude,37.5785811,12951109,5EE3A642-0254-415C-94D0-43272864C279,99,True,True,True,0,2018-08-24 13:35:50.3405581 +03:00
174496160,12951164,LastKnownLatitude,55.69480837,12951164,5EE3A642-0254-415C-94D0-43272864C279,99,True,True,True,0,2018-08-24 13:36:30.3712745 +03:00
174496163,12951164,LastKnownLongitude,37.57674639,12951164,5EE3A642-0254-415C-94D0-43272864C279,99,True,True,True,0,2018-08-24 13:36:30.3712745 +03:00
174496627,12951194,LastKnownLatitude,55.69311664,12951194,5EE3A642-0254-415C-94D0-43272864C279,99,True,True,True,0,2018-08-24 13:36:54.9091670 +03:00
174496628,12951194,LastKnownLongitude,37.57618906,12951194,5EE3A642-0254-415C-94D0-43272864C279,99,True,True,True,0,2018-08-24 13:36:54.9091670 +03:00
174497367,12951242,LastKnownLatitude,55.68828608,12951242,5EE3A642-0254-415C-94D0-43272864C279,99,True,True,True,0,2018-08-24 13:37:33.9374469 +03:00
174497368,12951242,LastKnownLongitude,37.57421042,12951242,5EE3A642-0254-415C-94D0-43272864C279,99,True,True,True,0,2018-08-24 13:37:33.9374469 +03:00
174498663,12951326,LastKnownLatitude,55.68606766,12951326,5EE3A642-0254-415C-94D0-43272864C279,98,True,True,True,0,2018-08-24 13:38:49.7597208 +03:00
174498664,12951326,LastKnownLongitude,37.57180891,12951326,5EE3A642-0254-415C-94D0-43272864C279,98,True,True,True,0,2018-08-24 13:38:49.7597208 +03:00
174499721,12951393,LastKnownLatitude,55.68296742,12951393,5EE3A642-0254-415C-94D0-43272864C279,98,True,True,True,0,2018-08-24 13:39:44.0319798 +03:00
174499731,12951393,LastKnownLongitude,37.56831275,12951393,5EE3A642-0254-415C-94D0-43272864C279,98,True,True,True,0,2018-08-24 13:39:44.0319798 +03:00
174501168,12951487,LastKnownLatitude,55.68081352,12951487,5EE3A642-0254-415C-94D0-43272864C279,97,True,True,True,0,2018-08-24 13:41:19.6041169 +03:00
174501175,12951487,LastKnownLongitude,37.56605201,12951487,5EE3A642-0254-415C-94D0-43272864C279,97,True,True,True,0,2018-08-24 13:41:19.6041169 +03:00
174502526,12951576,LastKnownLatitude,55.67858147,12951576,5EE3A642-0254-415C-94D0-43272864C279,97,True,True,True,0,2018-08-24 13:42:29.5993415 +03:00
174502529,12951576,LastKnownLongitude,37.56352605,12951576,5EE3A642-0254-415C-94D0-43272864C279,97,True,True,True,0,2018-08-24 13:42:29.5993415 +03:00
174503382,12951631,LastKnownLatitude,55.67501355,12951631,5EE3A642-0254-415C-94D0-43272864C279,97,True,True,True,0,2018-08-24 13:43:12.6745637 +03:00
174503384,12951631,LastKnownLongitude,37.55993545,12951631,5EE3A642-0254-415C-94D0-43272864C279,97,True,True,True,0,2018-08-24 13:43:12.6745637 +03:00
