Id,TrackToken,DeviceToken,IncomingTrackId,StartDate,EndDate,Distance,Duration,AccelerationCount,DecelerationCount,Rating,PhoneUsage,TrackOrigin,OriginChanged,AddressStart,AddressFinish,DistanceGPS,Urban,Region,Country,RatingOverSpeed,RatingAcceleration,RatingTimeOfDay,RatingPhoneUsage,OverSpeedMileage,MidOverSpeedMileage,HighOverSpeedMileage,OriginalTrackOrigin,CompanyId,RushHours,NightHours,DailyHours,RatingDeceleration,KOverSpeed,KAcceleration,KTimeOfDay,KDeceleration,MaxSpeed,AverageSpeed,PhoneUsageOverSpeed,PhoneUsageKm,PhoneUsageOverSpeedKm,KPhoneUsage,Prediction,EcoScoringFuel,EcoScoringTyres,EcoScoringBrakes,EcoScoringDepreciation,EcoScoring,Shared,CityStart,CityFinish,UpdateDT
1532384,C8B624A0-DD47-4A43-BFED-455B9CA0337A,9AE85C9C-BC23-4389-9CDC-7BC520178B40,3413332,2018-07-25 17:31:23.4418647 +09:00,2018-07-25 17:42:30.0000000 +09:00,5.17999372,11.10930226,1,0,4,0,OriginalDriver,True,東京都八王子市下柚木２丁目１−５,東京都町田市小山ヶ丘４丁目３−５,5.9,False,東京都,Japan,5,4,5,5,0,0,0,OriginalDriver,1062,0,0,11.10930252,5,1,0.899999976,1,1,75.81599426,39.34457035,0,0,0,1,,100,100,100,100,100.0000076,1,八王子市,町田市,01.01.2001
1532890,2428B0BF-8D7E-4881-AEB2-43654FDC2F1F,9AE85C9C-BC23-4389-9CDC-7BC520178B40,3414583,2018-07-25 19:13:14.0000000 +09:00,2018-07-25 19:46:40.0000000 +09:00,9.377391919,33.43333333,3,1,3,0.583333333,OriginalDriver,True,東京都町田市小山ヶ丘５丁目３−６,神奈川県相模原市緑区大島１５９８−２０,11.321,False,神奈川県,Japan,5,2,3,5,0,0,0,OriginalDriver,1062,33.43333435,0,0,4,1,0.75,0.800000012,0.899999976,75.52799988,31.06144347,0,0.072,0,1,,100,0,100,75,87.5,0,町田市,相模原市緑区,01.01.2001
1532917,957F58B2-9516-43A8-B32B-01A67F0F023D,2FA69E7E-A927-4125-821A-D5F5F965418E,3414587,2018-07-25 19:51:49.7692173 +09:00,2018-07-25 19:52:58.0000000 +09:00,0.97465089,1.137179712,0,0,4,0,OriginalDriver,False,東京都大田区西蒲田７丁目６７−７,東京都大田区多摩川１丁目５−１８,1.399,False,東京都,Japan,5,5,3,5,0,0,0,,1062,1.137179732,0,0,5,1,1,0.800000012,1,65.05199432,56.99892686,0,0,0,1,,100,100,100,75,92.5,0,大田区,大田区,01.01.2001
1532973,2B01316E-4852-4B80-9454-85F97858F55B,BA844E82-4361-498F-909A-62AFDA0205ED,3414792,2018-07-25 16:21:31.0000000 +09:00,2018-07-25 20:04:51.0000000 +09:00,128.4620833,223.3333333,10,6,4,1.016666667,OriginalDriver,True,静岡県伊豆市湯ケ島８９２−６,神奈川県相模原市緑区大山町１−３１,136.657,False,神奈川県,Japan,5,4,4,5,0,0,0,OriginalDriver,1062,124.9333344,0,98.40000153,5,1,0.899999976,0.883792281,1,109.8720016,49.14388667,0,0.586,0,1,,0,100,100,0,10,0,伊豆市,相模原市緑区,01.01.2001
1533110,0E8C6B24-47B4-44CB-B49C-54BFBA2464E6,BA844E82-4361-498F-909A-62AFDA0205ED,3415037,2018-07-25 20:12:51.0000000 +09:00,2018-07-25 20:36:15.0000000 +09:00,5.446972693,23.4,0,0,4,0,OriginalDriver,True,神奈川県相模原市緑区大山町１−３１,東京都八王子市片倉町１４４８−１,5.773,False,東京都,Japan,5,5,3,5,0,0,0,OriginalDriver,1062,23.39999962,0,0,5,1,1,0.800000012,1,58.2840004,32.51866195,0,0,0,1,,100,100,100,0,70,0,相模原市緑区,八王子市,01.01.2001
1533172,BF75ECF3-F62A-4A26-A9D4-CE8569488580,8A58D108-F8A6-44AF-AC78-2F5983A2B97F,3415174,2018-07-25 18:26:12.0000000 +09:00,2018-07-25 20:47:16.0000000 +09:00,156.7974393,141.0666667,1,2,3,6.516666667,OriginalDriver,False,静岡県賀茂郡西伊豆町田子１０７７,神奈川県相模原市緑区向原３丁目１−９,159.004,False,神奈川県,Japan,5,5,3,4,0,0,0,,1062,141.0666656,0,0,5,1,1,0.800000012,1,129.8880005,74.8469577,0,8.428,0,0.910000026,,0,100,100,0,10,0,賀茂郡西伊豆町,相模原市緑区,01.01.2001
1533256,7064DEB0-4637-465B-ACC9-4BF3AD555DC8,8A58D108-F8A6-44AF-AC78-2F5983A2B97F,3415342,2018-07-25 20:56:19.0000000 +09:00,2018-07-25 21:02:08.0000000 +09:00,0.971432082,5.816666667,0,0,4,0,OriginalDriver,False,神奈川県相模原市緑区向原４丁目４−４,神奈川県相模原市緑区原宿南２丁目１７−５,1.32,False,神奈川県,Japan,5,5,4,5,0,0,0,,1062,3.099999905,0,2.716666698,5,1,1,0.931515157,1,53.89199829,32.26587013,0,0,0,1,,100,100,100,0,70,0,相模原市緑区,相模原市緑区,01.01.2001
1533265,1FC19C40-E760-424A-ACB9-781268FD510A,BA844E82-4361-498F-909A-62AFDA0205ED,3415362,2018-07-25 20:59:50.0000000 +09:00,2018-07-25 21:07:14.0000000 +09:00,2.154428905,7.4,0,0,5,0,OriginalDriver,True,東京都八王子市片倉町１７１４−２０,東京都八王子市片倉町３５００−１,2.689,False,東京都,Japan,5,5,5,5,0,0,0,OriginalDriver,1062,0,0,7.400000095,5,1,1,1,1,61.05599594,35.83748036,0,0,0,1,,100,100,100,0,70,0,八王子市,八王子市,01.01.2001
1533553,5B3DB3B9-4EFD-418C-982A-50F5B6925306,3809637E-50A9-4A78-A736-AA98FC16F8C3,3415978,2018-07-25 22:04:01.9448415 +09:00,2018-07-25 22:08:31.0000000 +09:00,1.452171978,4.484252642,0,0,5,0,Other,True,東京都文京区本郷２丁目３８−１９,東京都文京区小日向４丁目５−６,3.104,False,東京都,Japan,5,5,5,5,0,0,0,OriginalDriver,1062,0,0,4.484252453,5,1,1,1,1,63.72000122,38.68740024,0,0,0,1,,100,100,100,100,100.0000076,1,文京区,文京区,01.01.2001
1533633,2131FA5E-B9E3-438F-B495-F5918F5DD71C,BA844E82-4361-498F-909A-62AFDA0205ED,3416183,2018-07-25 22:10:48.0000000 +09:00,2018-07-25 22:22:32.0000000 +09:00,2.524822486,11.73333333,0,0,5,0.7,OriginalDriver,True,東京都八王子市片倉町３５００−１,東京都八王子市片倉町１４０５−１６２,3.742,False,東京都,Japan,5,5,5,5,0,0,0,OriginalDriver,1062,0,0,11.73333359,5,1,1,1,1,64.04399872,32.57142748,0,0.034,0,1,,100,100,100,0,70,0,八王子市,八王子市,01.01.2001
1533850,A69812E1-D6F5-4C7B-8063-38854130E32C,CDAF44E6-2F4D-4347-9BBD-1136AB0771AE,3416735,2018-07-25 23:08:24.0000000 +09:00,2018-07-25 23:13:00.0000000 +09:00,0.900890091,4.6,0,0,5,0,OriginalDriver,False,神奈川県横浜市戸塚区東俣野町１７６０,神奈川県藤沢市柄沢３６３−２,2.84,False,神奈川県,Japan,5,5,5,5,0,0,0,,1062,0,0,4.599999905,5,1,1,1,1,60.08399963,43.68599944,0,0,0,1,,100,100,100,100,100.0000076,0,横浜市戸塚区,藤沢市,01.01.2001
1533918,91B2EDBD-4390-4A3B-92B3-FB4B1E16128D,CDAF44E6-2F4D-4347-9BBD-1136AB0771AE,3416891,2018-07-25 23:19:14.0000000 +09:00,2018-07-25 23:30:07.0000000 +09:00,4.926462085,10.88333333,0,0,5,0,OriginalDriver,False,神奈川県藤沢市柄沢３６３−２,神奈川県鎌倉市常盤７２０−４,5.499,False,神奈川県,Japan,5,5,5,5,0,0,0,,1062,0,0,10.88333321,5,1,1,1,1,72.46799469,49.30509693,0,0,0,1,,100,100,100,75,92.5,0,藤沢市,鎌倉市,01.01.2001
1535085,0DEA1AF4-7834-45E1-9427-B8773ECB8BD9,2FA69E7E-A927-4125-821A-D5F5F965418E,3419947,2018-07-26 09:16:09.0000000 +09:00,2018-07-26 09:36:49.0000000 +09:00,6.527994675,20.66666667,1,1,3,0.633333333,OriginalDriver,False,東京都大田区多摩川１丁目５−１８,神奈川県川崎市幸区南加瀬５丁目３−１,6.755,False,神奈川県,Japan,5,4,3,5,0,0,0,,1062,20.66666603,0,0,4,1,0.899999976,0.800000012,0.899999976,82.43999481,40.00372108,0,0.169,0,1,,100,100,100,100,100.0000076,0,大田区,川崎市幸区,01.01.2001
1535088,775CAF1E-5DB0-4427-86C3-3CF0EFDD3ABB,8A58D108-F8A6-44AF-AC78-2F5983A2B97F,3419952,2018-07-26 09:25:16.0000000 +09:00,2018-07-26 09:37:17.0000000 +09:00,4.339652272,12.01666667,1,0,3,0,OriginalDriver,False,神奈川県相模原市緑区原宿南２丁目７−２,神奈川県相模原市中央区清新４丁目３−１５,6.093,False,神奈川県,Japan,5,4,3,5,0,0,0,,1062,12.01666641,0,0,5,1,0.899999976,0.800000012,1,85.8239975,44.71365003,0,0,0,1,,0,100,100,100,40,0,相模原市緑区,相模原市中央区,01.01.2001
1535093,E51AF00B-A213-418C-9A62-FFA74B159F35,6CA9E2F1-FF62-4A19-91D5-E64FCD1C2178,3419967,2018-07-26 09:13:59.0000000 +09:00,2018-07-26 09:38:05.0000000 +09:00,9.618760397,24.1,3,1,3,0,OriginalDriver,True,神奈川県横浜市西区みなとみらい３丁目６−１,神奈川県横浜市戸塚区前田町１５−６,10.152,False,神奈川県,Japan,5,2,3,5,0,0,0,OriginalDriver,1062,24.10000038,0,0,4,1,0.75,0.800000012,0.899999976,81.5759964,44.6782399,0,0,0,1,,100,100,100,100,100.0000076,0,横浜市西区,横浜市戸塚区,01.01.2001
1535118,CC050075-966C-462E-ACFF-C04373656ED3,CDAF44E6-2F4D-4347-9BBD-1136AB0771AE,3420011,2018-07-26 08:59:48.0000000 +09:00,2018-07-26 09:49:59.0000000 +09:00,16.21676417,50.18333333,0,1,3,1.5,OriginalDriver,False,神奈川県鎌倉市常盤７２０−４,神奈川県横浜市戸塚区前田町１６−９,16.068,False,神奈川県,Japan,5,5,3,4,0,0,0,,1062,50.18333435,0,0,4,1,1,0.800000012,0.899999976,63.39599991,33.24085349,0,0.615,0,0.970000029,,100,100,100,75,92.5,0,鎌倉市,横浜市戸塚区,01.01.2001
1535211,56DD5CB8-A090-4C61-839E-922E8B63DF51,F45E556C-E836-4332-A993-12321617F0FA,3420180,2018-07-26 09:27:00.0000000 +09:00,2018-07-26 10:15:53.0000000 +09:00,18.17509633,48.88333333,2,0,3,0.766666667,OriginalDriver,False,神奈川県厚木市恩名１丁目１２−５,神奈川県相模原市中央区清新４丁目３−１５,18.248,False,神奈川県,Japan,5,3,3,5,0,0,0,,1062,48.88333511,0,0,5,1,0.850000024,0.800000012,1,72.72000122,40.77691188,0,0.184,0,1,,100,100,100,75,92.5,0,厚木市,相模原市中央区,01.01.2001
1535301,EBF97338-8221-4348-834A-E0FEC210991E,9AE85C9C-BC23-4389-9CDC-7BC520178B40,3420396,2018-07-26 09:31:02.0000000 +09:00,2018-07-26 10:34:49.0000000 +09:00,29.5057646,63.78333333,32,11,1,1.9,OriginalDriver,True,神奈川県相模原市緑区大島１５９８−２０,神奈川県横浜市泉区下飯田町１６２４−１,29.611,False,神奈川県,Japan,5,1,3,4,0,0,0,OriginalDriver,1062,63.78333282,0,0,1,1,0.600000024,0.800000012,0.400000006,99.79199219,45.24361915,0,1.211,0,0.939999998,,0,25,100,50,21.25,0,相模原市緑区,横浜市泉区,01.01.2001
1535589,8722DA5E-52F8-4952-92A7-7ED991ADBCB7,9AE85C9C-BC23-4389-9CDC-7BC520178B40,3421042,2018-07-26 11:28:01.0000000 +09:00,2018-07-26 12:51:09.0000000 +09:00,48.11188517,83.13333333,4,3,4,0.05,OriginalDriver,True,神奈川県横浜市泉区和泉町３２０２−１,東京都千代田区外神田４丁目１４−１,50.085,False,東京都,Japan,5,4,5,5,0,0,0,OriginalDriver,1062,0,0,83.1333313,4,1,0.899999976,1,0.899999976,109.4399948,52.50007779,0,0.198,0,1,,0,100,100,0,10,0,横浜市泉区,千代田区,01.01.2001
1535684,1BD9EFD1-C891-4E36-BF8B-6855BA995DC3,D615E2FD-31B4-451B-B892-03C5BDEE3D22,3421236,2018-07-26 13:20:09.0000000 +09:00,2018-07-26 13:23:21.0000000 +09:00,0.8889302,3.2,0,0,5,0,Motorcycle,True,神奈川県茅ヶ崎市今宿４６９−４,神奈川県平塚市馬入２１８１,0.865,False,神奈川県,Japan,5,5,5,5,0,0,0,OriginalDriver,1062,0,0,3.200000048,5,1,1,1,1,42.01200104,28.89029442,0,0,0,1,,100,100,100,100,100.0000076,0,茅ヶ崎市,平塚市,01.01.2001
1535750,015A9F0A-3C9D-4729-B1E1-47D15BC65224,D615E2FD-31B4-451B-B892-03C5BDEE3D22,3421352,2018-07-26 12:25:07.0000000 +09:00,2018-07-26 13:14:17.0000000 +09:00,31.23236585,49.16666667,0,0,4,1.016666667,Motorcycle,True,神奈川県相模原市南区若松１丁目６−１０,神奈川県茅ヶ崎市今宿３９６,33.443,False,神奈川県,Japan,5,5,5,4,0,0,0,OriginalDriver,1062,0,0,49.16666794,5,1,1,1,1,98.27999115,51.56137413,0,2.202,0,0.879999995,,0,100,100,50,25,0,相模原市南区,茅ヶ崎市,01.01.2001
1535798,8785C5EE-ABE9-45CC-A08C-AC6C081941C4,87EBEC60-846D-48F8-9B7A-29316FD9EC9C,3421448,2018-07-26 13:31:17.5702213 +09:00,2018-07-26 13:51:08.0000000 +09:00,8.64312453,19.84049631,0,0,5,0,OriginalDriver,True,神奈川県横浜市港南区下永谷６丁目３１−６,神奈川県横浜市磯子区馬場町５−６,9.349,False,神奈川県,Japan,5,5,5,5,0,0,0,OriginalDriver,1062,0,0,19.84049606,5,1,1,1,1,65.55599213,42.30047572,0,0,0,1,,100,100,100,100,100.0000076,0,横浜市港南区,横浜市磯子区,01.01.2001
1535965,2D12C64B-1861-4CAF-88A1-133675520611,BA844E82-4361-498F-909A-62AFDA0205ED,3421870,2018-07-26 14:16:45.0000000 +09:00,2018-07-26 14:31:35.0000000 +09:00,2.981698253,14.83333333,0,0,5,0,OriginalDriver,False,東京都八王子市片倉町１５８７,東京都八王子市明神町４丁目７−１４,4.286,False,東京都,Japan,5,5,5,5,0,0,0,,1062,0,0,14.83333302,5,1,1,1,1,60.55199814,28.57719326,0,0,0,1,,100,100,100,100,100.0000076,0,八王子市,八王子市,01.01.2001
1535980,01F0B23D-ABA6-41A6-933C-D93F0C0D8E29,87EBEC60-846D-48F8-9B7A-29316FD9EC9C,3421926,2018-07-26 14:27:10.4341452 +09:00,2018-07-26 14:38:47.0000000 +09:00,5.149783711,11.60943091,0,0,5,0,OriginalDriver,False,神奈川県横浜市磯子区磯子３丁目１１−２７,神奈川県横浜市磯子区上中里町３３５−６,4.459,False,神奈川県,Japan,5,5,5,5,0,0,0,,1062,0,0,11.60943127,5,1,1,1,1,66.41999817,38.91844253,0,0,0,1,,100,100,100,100,100.0000076,0,横浜市磯子区,横浜市磯子区,01.01.2001
1536056,CD0E6733-9228-4E07-86FF-F0D8F85E13E5,D615E2FD-31B4-451B-B892-03C5BDEE3D22,3422073,2018-07-26 14:09:01.0000000 +09:00,2018-07-26 14:54:13.0000000 +09:00,32.26257173,45.2,0,0,5,0.4,OriginalDriver,False,神奈川県平塚市馬入２１８６−３,神奈川県相模原市南区若松１丁目１−３,32.645,False,神奈川県,Japan,5,5,5,5,0,0,0,,1062,0,0,45.20000076,5,1,1,1,1,98.96399689,61.47780202,0,0.021,0,1,,0,100,100,25,17.5,0,平塚市,相模原市南区,01.01.2001
1536036,67FC0CC1-07CF-49C8-B655-40B2FF5FF1CA,CDAF44E6-2F4D-4347-9BBD-1136AB0771AE,3422086,2018-07-26 14:01:26.0000000 +09:00,2018-07-26 14:52:39.0000000 +09:00,17.51157641,51.21666667,0,0,5,2.216666667,OriginalDriver,False,神奈川県横浜市戸塚区前田町１６−９,神奈川県藤沢市柄沢４４５−１,19.209,False,神奈川県,Japan,5,5,5,5,0,0,0,,1062,0,0,51.21666718,5,1,1,1,1,85.31999969,41.61991125,0,0.44,0,1,,0,100,100,50,25,0,横浜市戸塚区,藤沢市,01.01.2001
1536065,798737D4-AE96-4EC0-B9A9-176D7A682B65,CDAF44E6-2F4D-4347-9BBD-1136AB0771AE,3422135,2018-07-26 14:59:14.0000000 +09:00,2018-07-26 15:08:31.0000000 +09:00,1.997955758,9.283333333,0,0,5,0,OriginalDriver,False,神奈川県藤沢市柄沢４４５−１,神奈川県鎌倉市関谷１７８８−４,2.275,False,神奈川県,Japan,5,5,5,5,0,0,0,,1062,0,0,9.283333778,5,1,1,1,1,46.72799683,31.74584525,0,0,0,1,,100,100,100,50,85.00000763,0,藤沢市,鎌倉市,01.01.2001
1536095,BAE1E950-3BBE-4E49-B233-8A7A7CD43D1B,CDAF44E6-2F4D-4347-9BBD-1136AB0771AE,3422184,2018-07-26 15:03:59.0000000 +09:00,2018-07-26 15:13:38.0000000 +09:00,1.807278879,9.65,0,0,5,0,OriginalDriver,False,神奈川県鎌倉市関谷７４４−１,神奈川県横浜市戸塚区原宿４丁目５４−３２,1.699,False,神奈川県,Japan,5,5,5,5,0,0,0,,1062,0,0,9.649999619,5,1,1,1,1,44.17200089,26.09865361,0,0,0,1,,100,100,100,50,85.00000763,0,鎌倉市,横浜市戸塚区,01.01.2001
1536112,68BEF369-5EE8-4033-AC89-168A666AD1C0,CDAF44E6-2F4D-4347-9BBD-1136AB0771AE,3422224,2018-07-26 15:08:58.0000000 +09:00,2018-07-26 15:13:38.0000000 +09:00,0.460208879,4.666666667,0,0,5,0,OriginalDriver,False,神奈川県横浜市戸塚区影取町１８７−７,神奈川県横浜市戸塚区原宿４丁目５４−３２,0.447,False,神奈川県,Japan,5,5,5,5,0,0,0,,1062,0,0,4.666666508,5,1,1,1,1,34.48799896,20.04882333,0,0,0,1,,100,100,100,50,85.00000763,0,横浜市戸塚区,横浜市戸塚区,01.01.2001
1536156,7960DD2D-6554-4651-8BF7-1690FA8AC551,F45E556C-E836-4332-A993-12321617F0FA,3422292,2018-07-26 15:19:34.0000000 +09:00,2018-07-26 15:27:07.0000000 +09:00,1.579709229,7.55,0,0,5,0.05,OriginalDriver,False,神奈川県相模原市中央区東淵野辺５丁目６−１４,神奈川県相模原市南区鵜野森１丁目９−１５,2.251,False,神奈川県,Japan,5,5,5,5,0,0,0,,1062,0,0,7.550000191,5,1,1,1,1,47.41199875,28.5143993,0,0.01,0,1,,100,100,100,75,92.5,0,相模原市中央区,相模原市南区,01.01.2001
1536292,D134B5CE-40C8-497F-8EFB-EF6F7099DEC6,BA844E82-4361-498F-909A-62AFDA0205ED,3422597,2018-07-26 15:39:11.0000000 +09:00,2018-07-26 15:58:06.0000000 +09:00,4.038393458,18.91666667,0,0,5,0,OriginalDriver,False,東京都八王子市明神町４丁目９−７,東京都八王子市片倉町１４０５−１６２,4.433,False,東京都,Japan,5,5,5,5,0,0,0,,1062,0,0,18.91666603,5,1,1,1,1,61.23600006,29.3067744,0,0,0,1,,100,100,100,100,100.0000076,0,八王子市,八王子市,01.01.2001
1536494,83255C89-0304-4C8C-890D-7771DB5CBEB3,F45E556C-E836-4332-A993-12321617F0FA,3423126,2018-07-26 16:06:30.0000000 +09:00,2018-07-26 16:52:37.0000000 +09:00,34.11422404,46.11666667,0,0,5,0.75,OriginalDriver,False,神奈川県相模原市南区鵜野森１丁目９−１５,神奈川県横浜市鶴見区大黒町９−１７−１,33.808,False,神奈川県,Japan,5,5,5,5,0,0,0,,1062,0,0,46.11666489,5,1,1,1,1,90.28799438,57.98417717,0,0.762,0,1,,0,100,100,25,17.5,0,相模原市南区,横浜市鶴見区,01.01.2001
1537067,4CB7B70F-06CE-427D-826B-2E8F428740CE,87EBEC60-846D-48F8-9B7A-29316FD9EC9C,3424382,2018-07-26 14:36:43.0000000 +09:00,2018-07-26 14:45:20.0000000 +09:00,3.799526857,8.616666667,0,0,5,0,OriginalDriver,False,神奈川県横浜市磯子区杉田坪呑１−３,神奈川県横浜市金沢区釜利谷東４丁目５８−１,3.596,False,神奈川県,Japan,5,5,5,5,0,0,0,,1062,0,0,8.616666794,5,1,1,1,1,56.77199936,41.33203631,0,0,0,1,,100,100,100,75,92.5,0,横浜市磯子区,横浜市金沢区,01.01.2001
1537337,06CA0D2A-929D-4266-9B3C-FEED4A4CEC80,F45E556C-E836-4332-A993-12321617F0FA,3425020,2018-07-26 18:52:52.0000000 +09:00,2018-07-26 20:11:51.0000000 +09:00,49.69313764,78.98333333,0,0,3,3.65,OriginalDriver,False,神奈川県横浜市鶴見区大黒町９−１７−１,神奈川県厚木市愛名２３−６,51.752,False,神奈川県,Japan,5,5,3,4,0,0,0,,1062,78.98332977,0,0,5,1,1,0.800000012,1,84.16799164,45.57080159,0,3.726,0,0.850000024,,100,100,100,0,70,0,横浜市鶴見区,厚木市,01.01.2001
