Id,IncomingTrackId,StartDate,EndDate,AddressStart,AddressFinish,Country,CityStart,RichTrackId,DeviceToken,StartLat,StartLon,FinishLat,FinishLon
1834625,4208834,2018-09-27 22:02:40.0000000 +03:00,2018-09-27 22:27:41.0000000 +03:00,"Комсомольский проспект 28, Хамовники, Москва, Россия","Рублёвское шоссе 24 корп 5, Кунцево, Москва, Россия",Россия,Москва,1834625,9947998E-C8E8-492C-8C4D-04154D14B837,55.72628,37.58033,55.74431,37.43203
1835595,4211986,2018-09-28 07:09:25.0000000 +03:00,2018-09-28 07:55:03.0000000 +03:00,"Рублёвское шоссе 24 корп 5, Кунцево, Москва, Россия","Лужнецкая набережная 2/4 стр 46, Хамовники, Москва, Россия",Россия,Москва,1835595,9947998E-C8E8-492C-8C4D-04154D14B837,55.74431,37.43203,55.7136,37.56928
1836164,4213822,2018-09-28 09:42:20.0000000 +03:00,2018-09-28 10:10:23.0000000 +03:00,"Лужнецкая набережная 2/4 стр 46, Хамовники, Москва, Россия","Большой Палашёвский переулок 12 стр 1, Пресненский, Москва, Россия",Россия,Москва,1836164,9947998E-C8E8-492C-8C4D-04154D14B837,55.7136,37.56928,55.76448,37.59945
1836768,4215916,2018-09-28 12:06:43.0000000 +03:00,2018-09-28 12:43:37.0000000 +03:00,"Большой Палашёвский переулок 12 стр 1, Пресненский, Москва, Россия","Волгоградский проспект 24, Южнопортовый, Москва, Россия",Россия,Москва,1836768,9947998E-C8E8-492C-8C4D-04154D14B837,55.76448,37.59945,55.72735,37.67994
1837005,4216741,2018-09-28 13:24:28.0000000 +03:00,2018-09-28 13:39:03.0000000 +03:00,"Волгоградский проспект 24, Южнопортовый, Москва, Россия","Угрешская улица 2 стр 53, Печатники, Москва, Россия",Россия,Москва,1837005,9947998E-C8E8-492C-8C4D-04154D14B837,55.72735,37.67994,55.71048,37.68764
1837417,4218113,2018-09-28 14:37:20.0000000 +03:00,2018-09-28 15:14:43.0000000 +03:00,"Угрешская улица 2 стр 53, Печатники, Москва, Россия","Лужнецкая набережная 2/4 стр 61, Хамовники, Москва, Россия",Россия,Москва,1837417,9947998E-C8E8-492C-8C4D-04154D14B837,55.71048,37.68764,55.71404,37.57127
1838075,4220262,2018-09-28 16:36:00.0000000 +03:00,2018-09-28 17:34:54.0000000 +03:00,"Лужнецкая набережная 2/4 стр 61, Хамовники, Москва, Россия","Рублёвское шоссе 20 стр 4, Кунцево, Москва, Россия",Россия,Москва,1838075,9947998E-C8E8-492C-8C4D-04154D14B837,55.71404,37.57127,55.74266,37.43201
1839755,4225980,2018-09-29 06:32:02.0000000 +03:00,2018-09-29 07:24:41.0000000 +03:00,"Рублёвское шоссе 20 стр 4, Кунцево, Москва, Россия","Минское шоссе, Одинцовский район, Московская область, Россия",Россия,Москва,1839755,9947998E-C8E8-492C-8C4D-04154D14B837,55.74266,37.43201,55.54012,36.40701
1839811,4226176,2018-09-29 07:32:27.0000000 +03:00,2018-09-29 07:46:00.0000000 +03:00,"Минское шоссе, Одинцовский район, Московская область, Россия","МБК-Лунинка, Рузский район, Московская область, Россия",Россия,Одинцовский район,1839811,9947998E-C8E8-492C-8C4D-04154D14B837,55.54012,36.40701,55.4355,36.28566
1840033,4226782,2018-09-29 08:13:59.0000000 +03:00,2018-09-29 08:52:06.0000000 +03:00,"МБК-Лунинка, Рузский район, Московская область, Россия","Можайск, Можайский район, Московская область, Россия",Россия,Рузский район,1840033,9947998E-C8E8-492C-8C4D-04154D14B837,55.4355,36.28566,55.49418,36.03867
1840360,4227897,2018-09-29 09:13:35.0000000 +03:00,2018-09-29 10:13:31.0000000 +03:00,"Можайск, Можайский район, Московская область, Россия","Московская улица 54, Дорохово, Рузский район, Московская область, Россия",Россия,Можайский район,1840360,9947998E-C8E8-492C-8C4D-04154D14B837,55.49418,36.03867,55.54318,36.39279
1840485,4228270,2018-09-29 10:28:22.0000000 +03:00,2018-09-29 10:45:13.0000000 +03:00,"Московская улица 54, Дорохово, Рузский район, Московская область, Россия","МБК-Лунинка, Рузский район, Московская область, Россия",Россия,Рузский район,1840485,9947998E-C8E8-492C-8C4D-04154D14B837,55.54318,36.39279,55.43781,36.29184
1849454,4261102,2018-10-01 16:09:32.0000000 +03:00,2018-10-01 16:47:48.0000000 +03:00,"Перуновский переулок, Марьина Роща, Москва, Россия","Рублёвское шоссе 20 стр 4, Кунцево, Москва, Россия",Россия,Москва,1849454,9947998E-C8E8-492C-8C4D-04154D14B837,55.78516,37.60189,55.74263,37.43207
