Id,RichTrackId,Number,TotalMeters,Speed,MidSpeed,PointDate,Latitude,Longitude,Height,Course,Yaw,Lateral,AlertType,AlertValue,SpeedType,SpeedLimit,PhoneUsage,Acceleration,Deceleration,EstablishedIndexA,EstablishedIndexB,TickTimestamp,Urban,FromSource,LinkIdMatched,TypicalSpeed,RoadType,Midroute,Interval,Turn,StartNo,LaneCount,SpeedLimitSource,TotalMetersGPS,MidrouteGPS,DeviceToken,CompanyId,FEcoSpeed,FEcoAcc,FEcoDeacc
232168,665,351,5032.020315,60.32686234,0,2016-09-11 21:30:25.0000000 +06:00,54.93116,73.42755,0,0,0,0,,0,norm,60,False,,,,,,1,False,761891811,50,0,0,0,0,1,1,2,4857,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232169,665,354,5131.565547,57.62811661,58.52769241,2016-09-11 21:30:31.0000000 +06:00,54.93112,73.42744,62000,237,-45501080.38,0,,0,norm,60,False,,,True,,1473607787,1,True,-761891812,49,0,99.54523277,6,0,1,1,2,4865,98,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232170,665,354,5131.565547,57.62811661,0,2016-09-11 21:30:31.0000000 +06:00,54.93103,73.4272,0,0,0,0,,0,norm,60,False,,,,,,1,False,761891812,49,0,0,0,0,1,1,2,4883,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232171,665,354,5131.565547,57.62811661,0,2016-09-11 21:30:31.0000000 +06:00,54.93098,73.427,0,0,0,0,,0,norm,60,False,,,,,,1,False,931337663,40,0,0,0,0,1,1,2,4896,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232172,665,354,5131.565547,57.62811661,0,2016-09-11 21:30:31.0000000 +06:00,54.93096,73.42679,0,0,0,0,,0,norm,60,False,,,,,,1,False,931337663,40,0,0,0,0,1,1,2,4909,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232173,665,354,5131.565547,57.62811661,0,2016-09-11 21:30:31.0000000 +06:00,54.93099,73.42652,0,0,0,0,,0,norm,60,False,,,,,,1,False,931337664,43,0,0,0,0,1,1,2,4926,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232174,665,354,5131.565547,57.62811661,0,2016-09-11 21:30:31.0000000 +06:00,54.93109,73.42622,0,0,0,0,,0,norm,60,False,,,,,,1,False,931337664,43,0,0,0,0,1,1,2,4948,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232175,665,358,5222.133876,41.4391098,41.43911133,2016-09-11 21:30:38.0000000 +06:00,54.93115,73.42607,56000,284,-45501081.73,1.337610322,,0,norm,60,False,,,True,,1473607794,1,True,931337664,42,0,90.56832886,7,0,1,1,2,4959,94,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232176,665,358,5222.133876,41.4391098,0,2016-09-11 21:30:38.0000000 +06:00,54.93149,73.42529,0,0,0,0,,0,norm,60,False,,,,,,1,False,931337664,43,0,0,0,0,1,1,2,5021,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232177,665,358,5222.133876,41.4391098,0,2016-09-11 21:30:38.0000000 +06:00,54.93166,73.42501,0,0,0,0,,0,norm,60,False,,,,,,1,False,931337664,43,0,0,0,0,1,1,2,5047,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232178,665,358,5222.133876,41.4391098,0,2016-09-11 21:30:38.0000000 +06:00,54.93189,73.42474,0,0,0,0,,0,norm,60,False,,,,,,1,False,931337664,43,0,0,0,0,1,1,2,5077,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232179,665,361,5333.189079,57.62811661,57.62811813,2016-09-11 21:30:45.0000000 +06:00,54.93189,73.42474,54000,324,-45501082.14,2.180829008,,0,norm,60,False,,,True,,1473607801,1,True,1151602848,60,0,111.0552025,7,0,1,1,2,5077,118,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232180,665,361,5333.189079,57.62811661,0,2016-09-11 21:30:45.0000000 +06:00,54.93254,73.42399,0,0,0,0,,0,norm,60,False,,,,,,1,False,1151602848,60,0,0,0,0,1,1,2,5163,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232157,665,335,4584.475757,24.36657524,0,2016-09-11 21:29:53.0000000 +06:00,54.93375,73.43451,0,0,0,0,,0,norm,60,False,,,,,,1,False,931505152,24,0,0,0,0,1,1,2,4332,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232156,665,335,4584.475757,24.36657524,24.36657543,2016-09-11 21:29:53.0000000 +06:00,54.93379,73.43459,66000,246,-45501080.4,0.533921919,,0,norm,60,False,,,True,,1473607749,1,True,-931505152,24,0,32.22708178,7,0,1,1,2,4326,28,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232155,665,332,4552.248675,3.244996071,0,2016-09-11 21:29:46.0000000 +06:00,54.93388,73.43481,0,0,0,0,,0,norm,60,False,,,,,,1,False,910373842,29,0,0,0,1,1,2,2,4309,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232154,665,332,4552.248675,3.244996071,3.244996119,2016-09-11 21:29:46.0000000 +06:00,54.9338,73.43492,67000,327,-45501081.59,0,,0,norm,60,False,,,True,,1473607742,1,True,910373842,28,0,4.302775621,7,0,1,2,2,4298,1,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232153,665,328,4547.9459,1.799999952,1.8,2016-09-11 21:29:39.0000000 +06:00,54.93379,73.43493,66000,0,-45501081.57,0.0078952,,0,norm,60,False,,,True,,1473607735,1,True,910373842,28,0,3.266123772,6,0,1,2,2,4297,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232152,665,325,4544.679776,4.024922371,5.288510656,2016-09-11 21:29:33.0000000 +06:00,54.93379,73.43493,64000,327,-45501081.54,0.02814369,,0,norm,60,False,,,True,,1473607729,1,True,910373842,28,0,13.75427115,8,0,1,2,2,4297,12,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232151,665,321,4530.925505,18.98551941,0,2016-09-11 21:29:25.0000000 +06:00,54.93376,73.43497,0,0,0,0,,0,norm,60,False,,,,,,1,False,1151632677,60,0,0,0,0,1,2,2,4293,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232150,665,321,4530.925505,18.98551941,21.22732401,2016-09-11 21:29:25.0000000 +06:00,54.9337,73.43505,62000,323,-45501081.51,0,,0,norm,60,False,,,True,,1473607721,1,True,1151632677,60,0,39.86443615,6,0,1,2,2,4285,42,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232149,665,318,4491.061069,25.26420212,0,2016-09-11 21:29:19.0000000 +06:00,54.9336,73.43519,0,0,0,0,,0,norm,60,False,,,,,,1,False,1151632676,60,0,0,0,0,1,2,2,4271,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232148,665,318,4491.061069,25.26420212,25.26420307,2016-09-11 21:29:19.0000000 +06:00,54.9334,73.43546,62000,323,-45501081.51,0,,0,norm,60,False,,,True,,1473607715,1,True,1151632676,60,0,65.37428999,8,0,1,2,2,4243,64,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232147,665,314,4425.686779,26.16199493,0,2016-09-11 21:29:11.0000000 +06:00,54.93327,73.43563,0,0,0,0,,0,norm,60,False,,,,,,1,False,910373838,32,0,0,0,0,1,2,2,4225,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232146,665,314,4425.686779,26.16199493,0,2016-09-11 21:29:11.0000000 +06:00,54.93319,73.43574,0,0,0,0,,0,norm,60,False,,,,,,1,False,1136393616,26,0,0,0,0,1,2,2,4214,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232145,665,314,4425.686779,26.16199493,0,2016-09-11 21:29:11.0000000 +06:00,54.9331,73.43586,0,0,0,0,,0,norm,60,False,,,,,,1,False,1136393615,29,0,0,0,0,1,2,2,4202,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232144,665,314,4425.686779,26.16199493,23.02182226,2016-09-11 21:29:11.0000000 +06:00,54.93293,73.43609,61000,322,-45501081.45,0.335458056,,0,norm,60,False,,,True,,1473607707,1,True,1136393615,29,0,25.38905478,6,0,1,2,2,4179,20,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232143,665,311,4400.297724,1.799999952,1.8,2016-09-11 21:29:05.0000000 +06:00,54.93278,73.43628,61000,0,-45501081.44,0,,0,norm,60,False,,,True,,1473607701,1,True,1136393615,29,0,4.295085013,6,0,1,2,2,4159,2,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232142,665,308,4396.002639,11.83765221,14.96371365,2016-09-11 21:28:59.0000000 +06:00,54.93276,73.43631,61000,322,-45501081.41,0,,0,norm,60,False,,,True,,1473607695,1,True,1136393615,29,0,42.37718105,6,0,1,2,2,4157,47,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232141,665,305,4353.625458,54.02999115,0,2016-09-11 21:28:53.0000000 +06:00,54.93276,73.43631,0,0,0,0,,0,norm,60,False,,,,,,1,False,910370524,42,0,0,0,0,1,2,2,4157,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232140,665,305,4353.625458,54.02999115,57.17842712,2016-09-11 21:28:53.0000000 +06:00,54.93242,73.43675,63000,320,-45501081.38,0,,0,norm,60,False,,,True,,1473607689,1,True,910370524,32,0,155.0526447,8,0,1,2,2,4110,152,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232139,665,301,4198.572813,78.32068634,0,2016-09-11 21:28:45.0000000 +06:00,54.93234,73.43686,0,0,0,0,,0,mid,60,False,,,,,,1,False,910370523,32,0,0,0,0,1,2,2,4099,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232138,665,301,4198.572813,78.32068634,0,2016-09-11 21:28:45.0000000 +06:00,54.93214,73.43717,0,0,0,0,,0,high,40,False,,,,,,1,False,931740163,38,0,0,0,0,1,2,2,4070,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232137,665,301,4198.572813,78.32068634,0,2016-09-11 21:28:45.0000000 +06:00,54.93194,73.43751,0,0,0,0,,0,high,40,False,,,,,,1,False,931740163,38,0,0,0,0,1,2,2,4039,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232136,665,301,4198.572813,78.32068634,0,2016-09-11 21:28:45.0000000 +06:00,54.93178,73.43779,0,0,0,0,,0,high,40,False,,,,,,1,False,931740163,38,0,0,0,0,1,2,2,4014,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232135,665,301,4198.572813,78.32068634,0,2016-09-11 21:28:45.0000000 +06:00,54.93159,73.43811,0,0,0,0,,0,high,40,False,,,,,,1,False,931740163,38,0,0,0,0,1,2,2,3985,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232134,665,301,4198.572813,78.32068634,78.32068863,2016-09-11 21:28:45.0000000 +06:00,54.9314,73.43839,69000,321,-45501081.36,1.164050274,,0,high,40,False,,,True,,1473607681,1,True,931740163,40,0,148.291378,7,0,1,2,2,3958,147,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232133,665,298,4050.281435,61.22646332,0,2016-09-11 21:28:38.0000000 +06:00,54.93121,73.43867,0,0,0,0,,0,mid,40,False,,,,,,1,False,931740162,40,0,0,0,0,1,2,2,3931,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232132,665,298,4050.281435,61.22646332,0,2016-09-11 21:28:38.0000000 +06:00,54.93093,73.43903,0,0,0,0,,0,mid,40,False,,,,,,1,False,931733468,40,0,0,0,0,1,2,2,3893,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232131,665,298,4050.281435,61.22646332,0,2016-09-11 21:28:38.0000000 +06:00,54.93058,73.43945,0,0,0,0,,0,mid,40,False,,,,,,1,False,931733467,40,0,0,0,0,1,2,2,3846,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232130,665,298,4050.281435,61.22646332,61.22646332,2016-09-11 21:28:38.0000000 +06:00,54.93031,73.43976,73000,327,-45501081.55,1.646777617,,0,mid,40,False,,,True,,1473607674,1,True,931733467,39,0,98.29580307,6,0,1,2,2,3811,97,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232129,665,295,3951.985632,61.22646332,0,2016-09-11 21:28:32.0000000 +06:00,54.9303,73.43977,0,0,0,0,,0,mid,40,False,,,,,,1,False,1139526319,40,0,0,0,0,1,2,2,3810,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232128,665,295,3951.985632,61.22646332,0,2016-09-11 21:28:32.0000000 +06:00,54.9301,73.43999,0,0,0,0,,0,mid,40,False,,,,,,1,False,1139526319,40,0,0,0,0,1,2,2,3784,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232127,665,295,3951.985632,61.22646332,0,2016-09-11 21:28:32.0000000 +06:00,54.92988,73.44024,0,0,0,0,,0,mid,40,False,,,,,,1,False,1136415046,39,0,0,0,0,1,2,2,3755,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232126,665,295,3951.985632,61.22646332,61.22646332,2016-09-11 21:28:32.0000000 +06:00,54.92957,73.44059,73000,327,-45501081.56,0,,0,mid,40,False,,,True,,1473607668,1,True,1136415046,39,0,120.0511055,7,0,1,2,2,3714,121,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232125,665,291,3831.934526,57.62811661,0,2016-09-11 21:28:25.0000000 +06:00,54.92925,73.44094,0,0,0,0,,0,mid,40,False,,,,,,1,False,1136415046,39,0,0,0,0,1,2,2,3672,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232124,665,291,3831.934526,57.62811661,0,2016-09-11 21:28:25.0000000 +06:00,54.92877,73.44149,0,0,0,0,,0,mid,40,False,,,,,,1,False,1136415046,39,0,0,0,0,1,2,2,3609,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232123,665,291,3831.934526,57.62811661,57.62811813,2016-09-11 21:28:25.0000000 +06:00,54.92865,73.44164,70000,323,-45501081.53,0.392970579,,0,mid,40,False,,,True,,1473607661,1,True,1136415046,39,0,129.3119106,8,0,1,2,2,3593,125,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232122,665,287,3702.622616,54.92950058,0,2016-09-11 21:28:17.0000000 +06:00,54.92845,73.44189,0,0,0,0,,0,mid,40,False,,,,,,1,False,1136415046,39,0,0,0,0,1,2,2,3566,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232121,665,287,3702.622616,54.92950058,0,2016-09-11 21:28:17.0000000 +06:00,54.92803,73.44245,0,0,0,0,,0,mid,40,False,,,,,,1,False,916743118,40,0,0,0,0,1,2,2,3508,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232120,665,287,3702.622616,54.92950058,0,2016-09-11 21:28:17.0000000 +06:00,54.92784,73.4427,0,0,0,0,,0,mid,40,False,,,,,,1,False,1136448665,38,0,0,0,0,1,2,2,3482,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232119,665,287,3702.622616,54.92950058,54.92950172,2016-09-11 21:28:17.0000000 +06:00,54.92774,73.44284,71000,321,-45501081.46,0.117086479,,0,mid,40,False,,,True,,1473607653,1,True,1136448665,39,0,91.54917717,6,0,1,2,2,3468,94,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232118,665,284,3611.073439,54.92950058,55.82903309,2016-09-11 21:28:11.0000000 +06:00,54.92707,73.44374,75000,322,-45501081.4,1.57758306,,0,mid,40,False,,,True,,1473607647,1,True,1136448665,39,0,109.0561857,7,0,1,2,2,3374,107,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232117,665,281,3502.017253,58.52768707,0,2016-09-11 21:28:04.0000000 +06:00,54.92642,73.44462,0,0,0,0,,0,mid,40,False,,,,,,1,False,1136448664,39,0,0,0,0,1,2,2,3283,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232116,665,281,3502.017253,58.52768707,58.52768555,2016-09-11 21:28:04.0000000 +06:00,54.9263,73.44478,76000,323,-45501081.37,0,,0,mid,40,False,,,True,,1473607640,1,True,1136448664,39,0,109.041399,6,0,1,2,2,3267,107,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232115,665,278,3392.975854,70.22306824,0,2016-09-11 21:27:58.0000000 +06:00,54.92624,73.44486,0,0,0,0,,0,high,40,False,,,,,,1,False,1136448664,39,0,0,0,0,1,2,2,3259,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232114,665,278,3392.975854,70.22306824,0,2016-09-11 21:27:58.0000000 +06:00,54.92618,73.44494,0,0,0,0,,0,high,40,False,,,,,,1,False,1136448664,39,0,0,0,0,1,2,2,3251,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232113,665,278,3392.975854,70.22306824,0,2016-09-11 21:27:58.0000000 +06:00,54.92585,73.44537,0,0,0,0,,0,high,40,False,,,,,,1,False,1151289974,40,0,0,0,0,1,2,2,3206,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232112,665,278,3392.975854,70.22306824,70.22307129,2016-09-11 21:27:58.0000000 +06:00,54.92551,73.4458,74000,323,-45501081.33,0,,0,high,40,False,,,True,,1473607634,1,True,1151289974,40,0,121.5370483,6,0,1,2,2,3160,119,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232111,665,275,3271.438806,77.42092896,0,2016-09-11 21:27:52.0000000 +06:00,54.92483,73.44668,0,0,0,0,,0,high,40,False,,,,,,1,False,910482913,39,0,0,0,0,1,2,2,3066,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232110,665,275,3271.438806,77.42092896,77.42092896,2016-09-11 21:27:52.0000000 +06:00,54.92465,73.44692,73000,323,-45501081.3,0.124104729,,0,high,40,False,,,True,,1473607628,1,True,910482913,39,0,149.2910385,7,0,1,2,2,3041,148,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232109,665,271,3122.147767,74.72168732,0,2016-09-11 21:27:45.0000000 +06:00,54.92463,73.44694,0,0,0,0,,0,mid,60,False,,,,,,1,False,910482912,48,0,0,0,0,1,2,2,3039,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232108,665,271,3122.147767,74.72168732,0,2016-09-11 21:27:45.0000000 +06:00,54.92431,73.44735,0,0,0,0,,0,mid,60,False,,,,,,1,False,761876651,42,0,0,0,0,1,2,2,2995,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232107,665,271,3122.147767,74.72168732,0,2016-09-11 21:27:45.0000000 +06:00,54.92412,73.4476,0,0,0,0,,0,mid,60,False,,,,,,1,False,761876652,38,0,0,0,0,1,2,2,2969,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232106,665,271,3122.147767,74.72168732,0,2016-09-11 21:27:45.0000000 +06:00,54.92381,73.44801,0,0,0,0,,0,mid,60,False,,,,,,1,False,1152444435,60,0,0,0,0,1,2,2,2926,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232105,665,271,3122.147767,74.72168732,74.72168427,2016-09-11 21:27:45.0000000 +06:00,54.92357,73.44832,73000,323,-45501081.25,0,,0,mid,60,False,,,True,,1473607621,1,True,1152444435,60,0,120.0375481,6,0,1,2,2,2893,119,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232104,665,268,3002.110219,63.02570724,0,2016-09-11 21:27:39.0000000 +06:00,54.92289,73.44921,0,0,0,0,,0,norm,60,False,,,,,,1,False,1151426729,60,0,0,0,0,1,2,2,2799,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232103,665,268,3002.110219,63.02570724,60.77669678,2016-09-11 21:27:39.0000000 +06:00,54.92271,73.44945,78000,321,-45501081.23,0,,0,norm,60,False,,,True,,1473607615,1,True,1151426729,60,0,87.30294991,6,0,1,2,2,2774,84,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232102,665,265,2914.807269,30.65289497,0,2016-09-11 21:27:33.0000000 +06:00,54.92245,73.4498,0,0,0,0,,0,norm,60,False,,,,,,1,False,1151426729,60,0,0,0,0,1,2,2,2738,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232101,665,265,2914.807269,30.65289497,0,2016-09-11 21:27:33.0000000 +06:00,54.92214,73.45021,0,0,0,0,,0,norm,60,False,,,,,,1,False,1151426728,60,0,0,0,0,1,2,2,2695,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232100,665,265,2914.807269,30.65289497,30.20369568,2016-09-11 21:27:33.0000000 +06:00,54.9221,73.45027,79000,292,-45501080.9,0,,0,norm,60,False,,,True,,1473607609,1,True,1151426728,60,0,50.83862877,6,0,1,2,2,2690,64,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232099,665,262,2863.96864,22.57188416,0,2016-09-11 21:27:27.0000000 +06:00,54.92196,73.45044,0,0,0,0,,0,norm,60,False,,,,,,1,False,931391594,23,0,0,0,2,1,1,2,2672,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232098,665,262,2863.96864,22.57188416,0,2016-09-11 21:27:27.0000000 +06:00,54.922,73.45061,0,0,0,0,,0,norm,60,False,,,,,,1,False,931391594,23,0,0,0,0,1,1,2,2661,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232097,665,262,2863.96864,22.57188416,0,2016-09-11 21:27:27.0000000 +06:00,54.92205,73.45094,0,0,0,0,,0,norm,60,False,,,,,,1,False,969870153,19,0,0,0,0,1,1,2,2640,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232096,665,262,2863.96864,22.57188416,22.57188492,2016-09-11 21:27:27.0000000 +06:00,54.92207,73.45117,85000,257,-45501080.09,0.237211961,,0,norm,60,False,,,True,,1473607603,1,True,-969870153,19,0,23.98667586,6,0,1,1,2,2626,24,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232095,665,259,2839.981964,5.692100048,5.692099857,2016-09-11 21:27:21.0000000 +06:00,54.92211,73.45155,85000,255,-45501080.3,0.124594821,,0,norm,60,False,,,True,,1473607597,1,True,-969870153,19,0,16.1632309,7,0,1,1,2,2602,15,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232094,665,256,2823.818734,11.83765221,11.83765182,2016-09-11 21:27:14.0000000 +06:00,54.92213,73.45179,85000,260,-45501080.27,0,,0,norm,60,False,,,True,,1473607590,1,True,-969870153,19,0,27.98151255,7,0,1,1,2,2587,28,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232093,665,252,2795.837221,24.36657524,0,2016-09-11 21:27:07.0000000 +06:00,54.92215,73.45201,0,0,0,0,,0,norm,60,False,,,,,,1,False,977309147,37,0,0,0,0,1,1,2,2573,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232092,665,252,2795.837221,24.36657524,24.36657543,2016-09-11 21:27:07.0000000 +06:00,54.92217,73.45224,84000,261,-45501080.31,0,,0,norm,60,False,,,True,,1473607583,1,True,-977309147,38,0,42.8561964,6,0,1,1,2,2559,41,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232091,665,249,2752.981025,31.55138588,31.55138512,2016-09-11 21:27:01.0000000 +06:00,54.92223,73.45288,82000,262,-45501080.32,0.968228156,,0,norm,60,False,,,True,,1473607577,1,True,-977309147,38,0,57.07917309,6,0,1,1,2,2518,56,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232090,665,246,2695.901852,36.04497147,0,2016-09-11 21:26:55.0000000 +06:00,54.92223,73.45293,0,0,0,0,,0,norm,60,False,,,,,,1,False,977309148,37,0,0,0,0,1,1,2,2515,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232089,665,246,2695.901852,36.04497147,0,2016-09-11 21:26:55.0000000 +06:00,54.92226,73.45328,0,0,0,0,,0,norm,60,False,,,,,,1,False,761876660,38,0,0,0,0,1,1,2,2493,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
232088,665,246,2695.901852,36.04497147,0,2016-09-11 21:26:55.0000000 +06:00,54.92229,73.45356,0,0,0,0,,0,norm,60,False,,,,,,1,False,1129257865,38,0,0,0,0,1,1,2,2475,0,D7743730-B40A-41DD-8258-3E2EB30A440F,,,,
